"ANKIB1","LIG3","DBF4","HFE","ATP2C1","RUFY3","AQR","ARNTL2","EDC4","RAB27B","LSG1","DSG2","HERPUD1","POLQ","LAMA3","LAMC2","PARP12","ZNF76","SEC61A2","CHFR","SRI","LRCH4","UBE2K","REXO1","RAPGEF3","CD59","RRN3","ALG9","LAG3","RAB11FIP3","ALKBH5","TMEM101","CDC45","SH2D3C","SRPK1","HNRNPH3","KLHL22","HMGXB4","HDAC10","PLEK2","RSPO4","TAF1C","MTFMT","ESRP1","CHRAC1","KCNN4","DMPK","IL27RA","MIER2","PLEKHA4","CRTC1","ZNF14","RUNDC3B","CDK6","BET1","MET","TAX1BP1","RLN1","UNC119","GNRHR","OSBP","CD81","SLC35F2","OAS2","TFEB","TFG","TP53I3","KCNJ13","TRIM67","RNF2","RPL21","WWP1","HJURP","IL17C","TREM1","NRSN2","SBDS","BEST3","MPST","PRKRIP1","MOSPD2","GADD45G","DNMT1","LRP3","ATP6V1E1","CAP1","ACAP3","TOP2A","PRMT7","SLC39A11","MRPS36","TIMM17A","ARHGAP32","PRR5L","NAT10","BRIP1","USP20","RNF121","KIF23","HAUS2","CLCA2","PNPT1","CENPO","MYPN","HCN4","FGF5","SHROOM3","VAMP1","VPS37B","RHOF","MBNL2","CMTM2","DPEP3","GFOD2","PELP1","PADI1","NXPH2","PHOSPHO2","EIF2A","NCEH1","SRD5A1","CDCA5","TATDN1","PLIN2","LRSAM1","DGKZ","CHEK1","DUSP15","EPS8","PTPN14","ZNF256","CAST","SLC25A27","TMSB4Y","WNT7A","PEX10","B4GALT5","HTR6","ZNF276","RACGAP1","FLYWCH2","TTC9C","PDZK1IP1","FBLIM1","MSX1","IWS1","S100A12","LRRC58","ZNF148","PIGX","F2RL1","TRA2A","MELK","LRRC18","REEP3","E2F7","TMCO5A","NOLC1","ZNF3","ZSCAN21","STAT6","MYO5B","ZNF23","NFKBID","ZNF83","SETD5","TM4SF20","P2RY12","ZNF804A","ARMC10","RNF139","LRRC8E","BPGM","ZMAT3","C11orf86","PRPF8","NPAS4","MRPS22","EIF1AD","RAB6A","LYSMD3","ZNF404","ANAPC2","B3GNT8","ZNF491","HNRNPA0","TMEM139","GPC5","SPDYE7P","D2HGDH","DDX60L","FAM181B","C8orf33","NDN","RBM10","AP2A2","MYBL1","FAM186A","C15orf41","UBE2H","MESP2","EVL","HRH1","TRPV1","PGAP1","MYO5A","S100A10","MBP","MIER1","ZNF485","HLA.DRB5","WDHD1","TYW1","TAP2","GABBR1","SAMD9","SYT3","LTC4S","GPC2","PEX26","LINGO3","TNFRSF13B","RPSAP52","CDK3","TUG1","RACGAP1P"
11.05,8.06,18.87,5.07,16.86,3.5,8.71,0.69,9.81,0.28,9.52,12.24,39.95,1.42,2.54,0.23,4.56,5.06,2.2,2.78,232.61,5.84,10.86,1.74,0.61,176.77,9.43,6.69,0.01,12.02,13.03,26.59,4.42,0.02,19.17,10.36,3.09,3.95,3.91,2.13,0,8.28,8.16,0.04,6.53,57.91,4.37,2.51,1.68,1.33,1.03,1.21,0.13,2.25,17.32,8.79,30.83,0.06,6.45,0,8.86,27.98,5.59,5.97,5.26,26.58,13.94,0.02,0,4.35,330.26,4.88,16.86,0,0,15.76,29.83,0,18.84,10.27,2.71,0.31,7.31,0.49,38.68,62.39,3.55,33.83,9.09,6.2,34.9,22.31,2.61,0.18,6.78,1.89,1.95,11.47,9.59,10.21,0.05,12.36,4.49,0.14,0.01,0.07,3.54,2.16,4.54,5.71,9.42,0.02,0,2.69,5.98,0.01,0.11,4.42,34.12,7.4,3.95,8.56,12.36,39.92,2.54,16.53,8.93,0.05,14.21,14.46,0,33.79,0.28,0,0,7.26,28.89,0,4.28,15.76,17.21,13.81,0.04,31.91,0.13,10.3,0,6.56,8.24,4.76,17.15,16.24,6.68,0,7.25,2.65,0,12.25,13.14,5.53,26.45,0.03,1.88,2.28,7.44,10.46,0.01,0,0.01,11.76,9.47,0.86,5.64,2.1,0.89,27.21,0,25.29,15.09,18.59,3.87,0.27,7.88,0.03,0.12,19.36,5.34,0.01,0.04,4.1,1.6,0.01,5.99,0,7.69,13.33,1.43,0.01,2.26,13.57,0.08,1.82,0.9,0.14,2.46,2.13,120.94,5.07,3.94,0.9,0.76,3.08,5.54,4.04,1.69,3.61,0.03,0.17,0.56,5.14,0,0,0.08,0.66,16.61,0
19.32,8.82,8.04,3.7,52.96,22.64,10.28,13.23,10.64,17.94,17.63,103.87,51.89,2.43,52.96,109.61,24.65,5.02,3,10.89,53.62,15.52,31,3.74,5.91,220.57,14.05,9.78,0.51,6.46,21.45,4.37,1.52,1.33,26.38,40.87,3.87,8.39,4.87,22.74,0,5.16,4.55,37.73,16.67,21.2,7.43,1.73,5.66,9.05,1.1,2.15,0.36,13.68,11.89,53.94,86.12,0.1,4.61,0,24.22,109.55,7.71,15.27,9.15,64.11,13.22,0.79,0.02,10.76,46.99,26.56,7.6,0.4,3.53,6.69,61.24,0.14,22.83,6.86,8.85,9.62,12.63,4.68,37.58,166.23,11.7,30.68,9.4,18.61,8.93,25.95,19.27,8.44,15.49,1.32,4.43,8.62,5.22,7.48,0.03,18.73,2.83,0.2,0.06,0.57,49.87,1.08,27.19,8.09,29.28,0.4,0.04,3.53,5.12,0.07,0.04,1.59,54.37,15.62,8.4,5.36,16.46,83.63,6.59,16.67,8.2,0.33,37.37,7.75,3.61,92.09,3.24,0,0.32,6.75,23.17,0.06,6.33,17.07,13.22,12.45,134.46,65.48,1.7,19.23,0.09,12.41,20.18,10.86,24.94,24.62,8.17,0.12,40.9,2.25,0,27.62,11.87,3.04,43.18,34.59,3.58,2.99,44.12,38.55,13.91,0.41,0.05,24.3,10.65,1.85,7.64,8.31,0.35,31.99,0.26,20.53,9.44,62.24,5.58,1.07,6.03,1.8,0.29,23.68,4.23,0.21,0.04,6.12,17.16,0.15,13.2,5.51,11.78,20.66,0.76,0.01,2.43,46.38,0.34,9.48,5.49,0.33,3.73,4.41,357,19.45,25.75,1.96,7.65,5.1,8.25,7.47,4.39,14.91,0.32,0.66,0.81,8.13,0.06,0.38,0.45,1.53,36.64,0
19.82,7.77,5.4,4.35,43.33,21.48,12.84,12.06,10.35,18.08,15.41,38.66,68.69,1.18,71.25,48.86,18.51,6.33,2.44,10.25,84.03,10.61,22.72,4.14,5.4,246.46,14.49,9.47,0.21,6.16,19.71,9.93,1.35,1.76,18.09,37.36,6.04,9.11,6.69,19.28,0,5.76,7.87,22.46,11.98,25.16,7.59,3.18,5.17,8.3,2.46,5.23,0.74,13.33,15.31,40.33,69.75,0.03,7.19,0,16.7,108.83,8.35,12.47,5.19,42.21,16.92,0.02,0.01,9.81,45.86,28.69,2.05,0,4.4,3.05,59.95,0.04,33.11,7.85,8.82,2.03,12.69,3.9,48.15,121.01,5.82,9.88,11.99,24.43,15.29,21.73,14.99,7.38,11.31,1.77,4.45,8.64,3.33,8.99,0.01,14.66,2.67,0.33,0.03,0.58,50.68,2.29,20.6,6.41,40.41,0.18,0.03,3.37,5.17,1.96,0,3.42,38.05,9.34,6.1,1.93,14.6,12.92,5.84,14.7,4,0.39,52.72,10.22,2.49,116.26,3.28,0,0.57,6.25,26.31,0.01,8.92,6.13,8.75,15,43.64,46.51,1.49,17.67,0.11,12.52,18.59,9.19,46.84,29.73,2.46,0.05,36.8,0.8,0,17.47,12.47,4.52,42.91,14.89,3.14,3.5,27.97,27.75,35.38,1.28,0.07,25.81,14.38,2.76,8.41,11.24,4.14,31.76,0.06,17.59,10.08,43.86,2.37,2.4,6.84,0.85,0.94,25.13,10.36,0.18,0.05,6.76,15.94,0.22,10.17,9.1,9.64,15.22,1.31,0.04,5.14,30.61,0.03,17.49,4.55,0.32,5.75,7.37,348.96,16.09,32.27,2.33,58.87,2.79,7.88,4.8,5.3,16.48,0.12,1.65,0.44,11.49,0.01,0.45,0.38,3.14,40.16,0
18.67,7.09,5.22,6.68,34.54,20.12,9.39,12.38,10.79,18.96,13.15,71.42,43.6,0.77,72.67,206.5,23.47,5.65,1.89,9.68,57.83,10.99,15.54,4.25,5.52,340.13,13.55,11.16,0.19,5.45,34.01,6.82,1.54,1.52,36.16,32.72,5.84,7.71,3.87,33.66,0,4.95,4.45,28.07,12.04,22.2,5.8,2.6,6.14,6.83,1.52,3,0.4,15.26,11.55,43.06,73.84,0.08,11.45,0,17.35,119.43,7.86,7.89,8.85,49.96,29.36,0.14,0,16.42,65.14,24.79,2.55,0.15,4.52,4.02,51.16,0.19,13.14,8.21,9.03,3.17,10.24,5.98,37.63,238.38,4.8,15.16,6.4,17.3,11.46,27.79,25.16,7.82,9.92,1.62,3.6,9.25,3.12,7.59,0.19,13.91,1.96,0.1,0.02,0.33,31.14,0.81,27.09,9.78,51.43,0.18,0,3.91,6.64,7.12,0,2.29,44.74,16.66,4.28,2.42,13.33,33.5,3.81,13.49,3.75,0.68,43.78,12.48,2.62,187.19,3.91,1.23,1.6,4.01,24.7,0,6.66,7.9,9.59,12.8,93.77,30.64,1.26,16.47,0.07,12.34,19.5,8.81,57.62,21.75,7.41,0.02,39.98,1.05,0,16.81,10.64,3.28,41.23,16.54,2.69,2.18,32.48,23.12,3.17,0.17,0.03,25.95,15.36,5.21,7.69,12.65,3.7,39.59,0.02,17.42,11.09,54.39,8.84,1.71,4.83,1.25,0.53,29.47,8.92,0.05,0,5.64,12.79,0.2,8.61,9.61,11.02,14.48,0.67,0,1.79,40.07,0,17.39,5.97,0.23,7.85,4.46,732.86,11.9,28.14,1.9,34.04,2.26,7.19,12.81,5.55,42.47,0.11,0.5,0.84,7.77,0,0.08,0.57,1.77,29.98,0
25.55,17.77,11.49,3.28,58.54,19.33,13.24,33.08,11.01,4.38,18.41,27.74,49.01,4.77,50.67,129.05,19.52,7.76,2.48,12.46,50.15,14.35,24.9,3.85,3.68,177.32,9.79,11.94,0.64,6.2,17.44,8.54,5.94,1.43,42.43,33.92,10.56,8.27,4.26,15.57,0.05,7.19,6.37,35.6,14.75,32.02,10.71,2.26,3.52,7.1,1.61,3.39,0.43,21.35,18.87,42.94,106.63,0,11.95,0,22.43,54.69,5.77,19.91,5.16,76.06,9.7,0,0.02,11.78,50.49,43.81,9.5,0.04,4.67,3.07,44.59,0.01,15.02,11.33,12.73,2.36,10.4,7.79,70.4,119.6,10.19,35.77,13.64,11.98,14.67,21.98,11.04,4.49,9.38,2.08,4.41,7.04,10.44,10.02,0.31,15.12,2.67,0.14,0.13,0.55,29.66,2.24,18.22,8.6,36.57,0.22,0.09,3.25,6.11,3.17,0.04,7.21,58.64,14.99,7.05,2.44,24.21,21.62,5.32,10.6,6.27,0.53,78.97,10.01,3.49,140.7,5.99,0,1.67,7.57,48.82,0,6.98,13.75,6.81,14.06,20.22,26.8,1.81,18.03,0.4,16.37,24.67,11.49,45.02,36.94,19.69,0.11,42.36,2.61,0,16.46,15.45,4.11,31.63,24.74,4.44,5.86,27.87,43.66,0.19,0.33,0.14,29.79,13.65,3.59,10.84,8.26,0.19,30.96,0.03,26.13,6.74,31.51,8.06,3.14,6.22,0.58,0.74,23.72,7.99,0.1,0.06,8.38,13.59,0.12,12.68,7.38,8.07,14.55,2.06,0.03,2.8,34.16,0.14,17.09,3.95,0.4,9.94,7.34,609.51,7.27,21.41,2.36,40.02,4.21,7.74,8.46,7.56,17.47,0.25,0.32,0.91,12.02,0.02,0.08,0.24,1.89,37.16,0
21.34,12.17,15.46,5.92,47.08,16.23,16.05,11.36,12.59,14.36,16.35,105.17,61.82,1.72,26.86,37.36,37.3,7.28,1.42,7.52,96.67,20.27,22.72,7.21,5.53,156.13,17.06,10.14,1.13,4.58,18.99,8.87,2.48,3.64,36.4,34.15,4.4,8.47,4.02,26.09,0,6.2,8.57,45.88,14.22,42.65,6.62,3.56,4.73,12.66,2.15,4.43,0.53,8.66,23.06,46.85,113.75,0,5.54,0,19.73,132.49,13.51,22.29,5.26,38.32,15.9,0,0,6.84,37.17,35.12,5.25,0,1.6,2.02,71.17,0.11,57.89,9.22,5.71,6.31,14.05,5.06,48.61,112.13,5.83,21.49,10.15,16.82,12.78,19.37,21.39,7.18,12.46,1.26,6.42,6.78,7,8.96,0.06,12.58,3.02,0.27,0.19,0.28,82.53,1.52,17.13,8.58,41,0.21,0.09,4.74,4.5,0.69,0,3.13,55.33,9.44,6.73,3.63,22.71,19.87,7.22,16.2,7.54,1.06,55.21,5.57,2.76,145.9,3.46,0,0.96,6.24,32.64,0,10.51,12.11,9.52,14.85,61.33,37.1,2.08,17.82,0.27,13.69,20.74,9.72,53.04,39.35,4.32,0.12,34.29,0.72,0,26.42,18.91,4.59,42.74,19.3,2.5,3.14,19.11,26.84,70.87,2.26,0.1,32.25,13.19,2.83,6.75,5.35,3.48,32.91,0,18.36,13.72,48.68,8.27,2.81,7.96,1.89,0.92,28.21,16.96,0.68,0,5.73,20.82,0.32,17.09,11.3,11.01,20.67,1.27,0.03,5.31,47.47,0.52,13.05,4.86,0.96,11.77,5.1,221.93,12.92,29.08,3.61,110.05,3.96,11.18,8.35,1.48,26.08,0.23,1.17,0.74,12.49,0.03,0,0,1,41.64,0
21.03,4.76,3.6,2.66,67.39,12.61,13.34,6.91,10.33,36.29,20.31,171.4,79.26,1.18,85.91,99.06,27.28,3.39,1.65,11.82,81.9,12.92,32.81,2.95,6.03,458.15,17.16,9.63,0.07,5.53,23.49,9.74,0.49,2.61,16.84,30.84,3.32,5.16,3.1,45.22,0,3.56,5.71,52.01,15.16,29.57,3.75,1.37,3.18,6.96,1.49,3.81,0.98,16.95,9.33,38.41,93.17,0.03,9.19,0,19.05,89.21,15.73,10.02,17.19,84.11,59.43,0.01,0.02,11.15,31.58,30.15,2.16,0.02,1.48,4.24,84.27,0.11,25.73,6.2,6.84,3.45,8.1,4.04,48.86,188.93,4.39,17.09,7.55,27,17.28,27.33,12.49,8.85,7.31,0.41,3.67,12.3,3.92,11.44,0.01,9.52,2.3,0.36,0.16,0.25,83.48,0.4,32.07,51.02,70.84,0.22,0.03,5.07,3.5,1.58,0,1.92,53.55,11.7,13.8,1.6,15.84,33.28,3.94,17.24,2.56,0.36,48.39,7.9,2.56,134.07,1.33,0.37,6.46,6.04,47.82,0,5.78,11.45,8,13.66,205.85,39.59,2.14,15.02,0.75,14.96,26.31,9.56,118.15,23.76,5.28,0.03,76.49,0.96,0.06,16.02,10.96,2.91,54.18,53.15,2.3,1.53,34.19,13.04,74.11,0.29,0.06,29.07,20.91,6.87,9.01,8.37,13.51,24.06,0.01,33.53,10.29,76.17,9.18,0.97,5.59,4.08,0.39,31.52,8.95,0.14,0,3.04,10.56,0.08,16.11,7.3,8.9,18.01,0.64,0.02,3.16,43.74,0.14,7.62,5.81,0.17,2.33,4.49,475.66,22.93,29.22,1.71,24.49,1.79,8.91,7.64,2.4,30.04,0.03,0.66,0.12,7.01,0,0.04,0.94,0.81,32.47,0
19.52,14.66,7.68,3.66,42.16,14.75,17.56,11.54,10.84,9.44,17.32,31.65,58.41,0.97,69,35.26,11.85,4.79,1.97,9.02,97.92,10.68,24.34,6.12,4.29,292.55,14.98,8.13,0.36,4.48,27.2,9.18,1.41,2.23,25.86,27.2,5.13,6.61,5.25,18.37,0.03,4.78,9.57,38.15,13.81,28.16,5.28,2.96,5.42,8.25,2.34,3.86,0.66,10.81,9.37,32.96,76.61,0.09,7.96,0,23.14,123.62,6.57,19.05,6.83,32.2,18.85,0.07,0.01,10.04,55.78,37.55,2.86,0.04,1.35,3.12,59.51,0.31,24.61,5.39,10.05,4.22,12.64,7.56,62.74,128.35,4.9,19.09,9.18,23.91,10.64,25.69,16.76,7.83,13.66,1.46,3.14,8.05,6.39,8.48,0.03,14.28,1.57,0.23,0.18,0.33,43.01,1.42,14.2,8.01,39.08,0.2,0.11,3.92,5.9,3.35,0,3.77,46.6,11.94,10.37,2.37,16.23,20.5,4.17,13.65,5.9,0.57,39.91,7.81,1.68,100.67,2.64,0.01,1.49,5.43,24.19,0,7.16,9.4,6.35,13.99,109.23,37.87,1.39,17.29,0.11,17.45,20.24,7.53,25.16,22.86,3.5,0.06,30.99,0.75,0.07,41.66,13.22,4.45,40.96,11.1,3.07,2.79,12.51,25.35,31.51,0.86,0.05,25.76,15.21,4.24,6.7,7.72,0.82,41.3,0.09,17.01,10.9,58.21,7.23,0.83,4.08,1.56,0.61,30.37,4.55,0.28,0,3.83,8.07,0.2,14.24,7.54,10.55,17.28,1.41,0.02,4.7,33.22,0.09,14.86,3.11,0.96,4.22,6.78,198.25,10.22,23.91,2.99,154.08,1.91,9.17,7.76,4.63,6.83,0.05,1.14,0.21,11.12,0.03,0.05,0.08,1.08,41.87,0.01
21.71,9.94,4.99,13.21,63.32,16.68,11.98,37.45,9.21,13.79,16.08,121.68,44.12,1.44,128.45,243.58,35.3,5.58,3,17.68,59.16,10.54,17.35,3.35,2.7,459.83,13.4,10.82,0.44,5.1,26.14,16.77,0.99,1.57,31.08,36.94,3.59,8.45,5.01,35.36,0,5.32,4.65,16.75,7.93,40.81,4.5,1.02,4.08,4.97,1.32,2.49,0.3,11.22,13.58,84.73,81.83,0.07,5.85,0,16.69,87.92,5.9,14.13,6.8,60.26,15.72,0.02,0,14.92,42.72,15.24,2.54,0,3.21,2.62,51.72,0.11,10.7,7.11,10.12,1.57,7.69,8.55,46.19,131.02,5.74,18.39,10.14,13.72,13.03,20.6,24.93,15.68,7.55,0.68,3.44,10.34,3.7,7.2,1.79,10.79,2.06,0.14,0.1,0.49,21.39,1.2,45.04,18.12,41.27,0.72,0.04,3.39,4.24,4.42,0.05,1.56,46.11,25.25,12.22,1.57,14.03,25.35,3.5,9.19,4,0.04,42.99,8.68,0.75,148.08,2.77,0.23,1.9,3.5,38.34,0,8.03,5.92,7.55,11.69,118.1,21.07,1.48,20.71,0,14.79,21.62,6.8,32.52,28.97,3.6,0.05,58.06,0.94,0,12.94,11.21,3.42,41.46,21.41,4.08,4.51,39.36,24.74,4.71,0.22,0.09,27.56,19.33,1.66,7.88,9.17,1,28.22,0.01,19.66,7.36,46.7,10.06,2.12,4.07,1.26,0.93,25.65,3.78,0.15,0.07,6.01,17.55,0.03,9.05,5.53,8.09,14.57,1.08,0.03,1.78,53.66,0.05,15.22,5.85,0.32,3.35,6.02,628.72,15.12,21.48,1.45,16.75,2.77,8.28,12.1,6.03,37.21,0.04,2.07,0.45,7.19,0.01,0.04,0.08,1.3,32.94,0
27.14,8.07,5.01,4.89,53.56,16.1,17.07,13.05,11.6,11.37,16.39,103.83,56.93,0.93,83.71,77.34,17.32,4.38,1.88,8.59,65.62,10.74,26.59,4.21,3.52,336.92,21.93,9.87,0.01,6.96,24.32,13.19,0.97,1.26,17.24,42.39,5.33,5.88,4.31,25.88,0.02,5.97,8.44,35.24,12.62,27.28,5.5,3.1,4.01,7.49,1.52,5.09,0.6,18.22,12.6,45.32,77.35,0.09,6.19,0,21.12,121.04,11.11,15.61,5.79,43.49,28.5,0.09,0.01,13.49,38.66,23.32,1.94,0,2.73,3.49,68.55,0.33,17.61,8.44,7.43,5.16,10.01,4.65,54.45,113.36,4.11,10.94,8.81,22.93,15.61,22.11,14.62,6.24,11.8,1.06,4.5,9.53,3.79,9.08,0.01,12.53,1.75,0.11,0.04,0.23,54.3,1.95,15.54,12.39,59.96,0.09,0,3.35,5.27,2.34,0.02,3.63,47.74,12.64,8.59,1.64,16.3,21.66,5.43,11.7,5.19,0.55,51.22,9.81,1.58,150.33,3.18,0.24,0.05,5.02,36.18,0,7.79,7.61,10.63,17.19,41.06,46.42,1.66,19.15,0.75,14.45,22.11,8.42,54.94,24.19,3.74,0.01,35.84,0.5,0.01,22.76,13.33,3.85,45.09,16.71,3.57,2.24,31.86,25.89,13.64,0.55,0.07,27.92,16.12,3.09,8.63,8.27,3.67,33.03,0.04,19.86,11.2,53.41,1.5,2.57,5.84,0.84,0.7,26.56,13.13,0.26,0,5.52,18.83,0.12,11.17,9.33,9.86,16.79,1.46,0,3.52,34.41,0.27,12.18,5.02,0.37,4.28,6.76,373.24,18.08,23.83,2.68,62.31,2.25,8.86,5.57,3.43,29.89,0.22,1.38,0.33,9.28,0.01,0.05,0.32,2.18,30.42,0
28.09,8.33,9.03,4.87,52.57,20.46,16.05,34.67,12.43,9.25,14.5,52.3,44.45,2,48.57,148.01,26.34,4.97,3.34,9.67,122.4,8.62,24.24,4.04,2.29,468.28,14.61,10,0.2,7.53,19.33,9.77,3.72,1.51,22.09,47.99,6.25,8.51,7.51,21.83,0.01,4.82,7.18,28.74,13.13,17.88,4.92,2,4.89,5.29,1.68,2.98,0.44,21.5,10.68,65.29,68.37,0.13,5.83,0,16.84,103.78,15.69,6.3,5.12,57.15,20.98,0,0.04,10.26,22.41,27.72,6.29,0,8.66,3.16,44.74,0.09,21.18,8.61,7.34,1.22,16.65,3.58,63.73,142.1,4.66,20.76,9.29,25.44,10.07,19.73,19.73,5.01,11.4,2.81,2.87,10.04,10.11,10.73,0.03,16.89,4.47,0.08,0.07,0.72,67.82,1.47,10.12,5.01,60.44,0.79,0.03,2.93,5.85,2.5,0,1.46,38.49,37.79,9.53,4.1,16.49,27.77,4.3,13.68,13.23,0.36,64.34,9.71,1.05,123.86,3.65,0,2.61,5.99,23.64,0.03,5.36,18.23,5,15.99,144.93,26.26,2.13,20.33,0.21,12.46,18.91,8.09,23.96,36.44,6.86,0.02,39.23,2.19,0,18.64,10.62,3.23,42.13,14.39,3.45,2.48,23.22,40.08,0.16,0.33,0.09,27.88,10.99,2.14,10.17,6.19,0.38,37.47,0,19.38,9.6,60.07,8.58,0.94,3.63,0.6,0.81,26.19,8.56,0.08,0,6.01,20.62,0.07,10.16,4.58,8.8,16.08,1.7,0.13,3.22,38.58,0,16.67,7.64,0.55,4.59,7.37,307.89,13.75,24.24,2.55,63.53,4.87,7.28,7.98,10.93,17.15,0.06,1.2,0.39,12.35,0.02,0,0.59,2.79,46.87,0
28.08,13.6,6.69,7.05,41.31,13.53,10.52,18.12,11.72,3.74,15.75,40.73,64.12,1.75,17.97,94.53,24.75,6.57,4.32,14.9,37.05,12.2,20.06,4.2,2.47,268.41,13.99,8.08,1.27,6.96,21.17,9.07,1.96,3.93,28.3,45.9,6.87,11.34,7.39,6.18,0.05,5.53,4.88,2.94,11.68,27.01,6.04,4.29,6.28,5.37,1.83,3.7,0.46,6.21,14.14,124.57,66.92,0.13,9.76,0,18.43,90.57,4.53,58.61,6.85,42.55,6.76,0,0.03,22.33,32.1,39.56,3.23,0,11.12,3.34,58.64,0.02,16.31,8.99,9.6,1.77,18.77,3.57,58.87,119.26,4.88,13.29,10.74,15.41,10.27,22.96,9.53,12.37,11,1.65,5.59,9.66,3.2,6.64,0.04,15.64,3.42,0.07,0.02,0.6,16.25,2.28,31.64,23.83,26.55,0.79,0.12,2.75,5.63,0.36,0.03,1.35,48.65,14.62,4.7,1.68,18.19,42.11,5.66,11.68,4.78,0.39,35.62,17.07,2.19,123.3,6.44,0.24,0.07,3.54,23.84,0.03,9.64,6.56,15,12.68,33.1,23.41,2.03,21.63,0.11,16.38,22.01,7.13,13.77,35.4,4.41,0,24.87,2.94,0,26.03,8.86,2.37,73.99,10.15,4.37,4.15,39.3,34.6,0.04,0.48,0.24,21.48,17.27,1.43,7.42,7.76,0.44,37.92,0.01,15.44,7.85,42.92,9.21,1.76,7.42,0.81,0.74,20.55,4.1,0.07,0.05,3.12,21.75,0.06,11.74,5.47,10.52,16.89,4.04,0.13,2.11,48.28,0.31,38.64,9.27,0.47,3.58,9.63,240.34,14.12,24.27,2.31,47.41,2.55,9.57,17.88,11.55,18.98,0.08,0.56,0.48,9.58,0.01,2.14,0.63,2.03,40.2,0
29.73,7.26,3.73,9.25,46.39,18.55,11.28,21.89,8.51,2.68,10.76,24.31,66.73,1.24,67.78,193.67,15.97,5.02,1.68,8.87,68.61,11.12,17.81,3.79,1.12,244.61,11.84,7.52,1.1,6.99,24.43,9.58,1,1.14,17.67,41.77,5.76,8.96,4.45,8.32,0,3.6,5.51,17.84,8.35,20.19,5.44,7.21,4.71,5.52,1.72,4.78,0.21,10.17,13.52,99.99,72.71,0.04,6.55,0,13.65,192.31,4.95,11.13,6.04,47.36,11.35,0.06,0.01,13.81,24.09,16.62,1.81,0,9.85,4.42,46.16,0.08,10.97,8.54,7.76,0.85,14.92,4.37,47.92,117.54,4.5,9.57,8.82,15.06,7.75,19.52,12.28,8.24,8.17,1.02,3.13,9.88,3.63,6.96,1.16,9.78,1.8,0.03,0.07,0.58,17.76,2.46,11.19,3.77,44.58,0.28,0.01,3.31,5.24,2.69,0.03,1.91,37.45,23.81,15.79,1.36,10.32,25.04,4.6,8.55,4.01,0.43,40.2,19.58,2.4,145.3,2.47,0.21,0.49,4.38,36.23,0,4.62,8.14,8.6,11.35,26.05,22.08,1.02,18.77,0.25,13.18,21.88,5.85,10.81,28.21,2.3,0.06,27.72,1.1,0.45,15.24,12.74,3.84,34.76,5.18,2.94,4.72,18.26,35.87,0.05,0.5,0.13,27.04,13.06,2.17,12,12.21,0,34.87,0.01,12.87,8.04,44.41,9.15,2.14,3.78,0.86,0.38,25.65,8.65,0.06,0.08,5.94,7.22,0.14,7.49,8.07,6.52,13.77,1.73,0.06,1.88,46.76,0.14,21.62,4.38,0.66,4.82,11.4,260.2,8.82,22.64,1.29,109.59,2.95,7.92,6.88,8.06,12.57,0.11,1.09,0.35,6.97,0.06,0.17,0.48,1.5,34.71,0
18.86,9.53,6.03,7.48,33.18,38.13,8.58,17.28,13.11,12.51,12.5,66.03,33.16,2.37,69.6,135.93,33.69,13.74,3.93,23.57,42.49,23.29,16.77,9.46,19.9,309.24,10.48,8.72,0.13,8.43,16.08,5.57,1.89,2.13,40.82,37.12,7.84,14.5,9.61,26.81,0.06,9.84,6,46.49,14.18,34.14,11.56,1.3,6.24,8.99,4.61,4.13,0.38,20.03,10.04,49.93,61.35,0.05,7.08,0.02,20.35,60.94,8.39,13.32,8.55,35.85,17.2,0.04,0.02,10.4,24.11,42.15,4.84,0.04,1.06,3.56,26.88,1.2,18.5,10.44,6.71,2.44,16.69,4.72,38,95.58,13.22,12.25,12.14,16.46,5.34,13.51,44.63,15.2,9.72,1.55,4.14,10.38,6.99,3.69,0.17,20.32,3.59,0.22,0.25,0.99,66.43,2.81,40.38,15.24,54.52,0.65,0,3.61,6.11,42.99,0,2.34,36.45,12.36,8.9,2.03,11.72,7.72,7.12,18.23,5.34,0.45,45.73,12.03,1.04,211.5,6.65,0,3.17,3.84,19.34,0,14.54,7.97,9.82,13.65,54.98,28.44,0.59,24.19,0,9.13,17.99,6.32,28.62,37.87,4.3,0,26.77,1.58,0.01,17.61,14.3,3.57,63.17,22.94,3.67,5.34,99.47,65.04,0.04,0.09,0.03,16.25,8.71,3.99,5.07,5.19,2.1,34.93,0.21,11.13,10.31,36.71,6.73,1.68,7.03,2.01,0.88,19.63,5.36,0.47,0.06,16.18,22.05,0.15,7.65,3.08,9.98,19.93,2.11,0.11,3.5,42.94,0.2,16.12,5.37,0.91,7.91,6.82,267.8,16.93,14.31,3.12,6.09,2.44,7.7,11.04,18.99,17.31,0.08,0.75,1,14.75,0,0.09,0.04,3.19,49.24,0
