PatientID,SNAP29,SNAPC3,SNTA1,SOBP,SOCS4,SPAG8,SPATA2L,SPDYA,SPG7,SPIN2B,SPRN,SQLE,SRI,SRL,SSBP2,ST3GAL2,STARD5,STEAP1,STX3,SYCP2L,TAF5,TAOK2,TAPT1,TAS2R20,TAX1BP1,TDRD9,TEKT3,TES,TFCP2L1,TGM2,THSD1P1,TIGD2,TINF2,TJP2,TMC2,TMCC1,TMEM123,TMEM151B,TMEM159,TMEM168,TMEM175,TMEM20,TMEM48,TMEM52,TMEM86B,TNF,TNFRSF6B,TNK2,TOB1,TRIM67,UBE2H,UBE2J1,UBE2L3,UBE3C,UBFD1,UBXN2A,UCA1,UCK1,UFD1L,UNC119,UNC93B1,UNK,UPB1,UQCRH,USP20,USP39,UTP23,UTP3,VAMP1,VBP1,VPS41,VPS4B,VPS53,WASH7P,WASL,WDR19,WDR1,WDR20,WDR24,WDR63,WDR74,WDR8,WHAMML1,WHSC1L1,WNT5A,WNT5B,WNT7A,WWP1,XK,XRCC6,YDJC,YPEL3,YTHDC1,YWHAZ,ZBTB39,ZBTB48,ZBTB49,ZBTB6,ZC3H18,ZC3HAV1L
TCGA-FB-AAPP,-0.5031,0.5501,-0.8732,-1.1644,-0.6783,-0.3679,-0.8398,-0.883,-2.8251,-1.6118,1.2171,0.0051,1.3985,-1.173,-1.4014,0.3661,1.4492,-0.5497,1.0539,-0.4088,1.9504,-0.34,-0.8539,-0.5444,1.2916,-0.5005,-0.3398,0.7504,0.7558,-1.1809,0.5278,2.9765,0.0761,1.274,-0.4878,-0.8222,0.1254,-0.3583,-0.4911,5.1558,0.1095,-0.0183,0.3322,-0.3043,-0.4853,-0.8595,-0.6506,-1.4215,-0.1393,-0.2943,0.8038,0.3132,0.3239,2.4771,-0.191,0.5534,-0.4517,-0.1556,0.0236,-1.0061,-0.6657,-0.0636,-0.3967,0.7163,-0.3928,0.8078,-0.1025,0.6874,-0.1552,0.0364,-0.3692,2.4322,2.3214,-0.0143,3.1281,-1.3191,-0.3723,0.4337,1.6748,-0.1153,-0.3682,0.8121,-2.3721,-0.5839,-1.0679,-0.7225,-0.8631,-0.5152,2.9562,0.6369,1.0897,-1.3621,0.5771,0.5471,1.0218,-0.0732,0.2888,0.1583,-0.6815,-0.5076
TCGA-FB-AAPQ,-0.095,2.2911,-0.8417,-0.1893,0.5886,-0.2931,-0.0848,-0.9175,-1.6636,0.6306,0.0533,1.9517,-0.4212,-1.0935,-0.4869,-0.8838,-0.9045,0.6325,1.8668,-0.0006,-1.2189,-1.2364,-0.8089,-0.4572,1.2811,-0.41,-0.6001,-0.0524,1.6014,-0.5442,0.3305,-1.8906,-0.1794,1.7923,-0.8416,1.9754,0.5937,-0.3372,1.8698,1.4695,-0.2043,-0.3772,-1.1608,-0.3084,-0.058,0.1227,-0.5975,-1.0811,1.0055,-0.2907,1.8156,0.5133,0.0444,-1.9771,-0.8954,-1.7589,-0.3657,-0.7127,0.7661,0.4815,-0.6968,0.108,-0.3441,-0.3697,-1.0322,0.8036,-0.7319,0.9568,-0.9864,0.666,-0.283,-0.7208,-0.5246,0.2585,0.9665,-1.2855,0.8868,-0.2307,-0.8652,-0.2673,-0.5095,-1.5916,1.0855,0.6025,-0.8958,-0.8002,-0.5585,0.8194,0.3133,0.1649,-0.0191,-1.0592,-0.6219,0.8698,-1.7435,-1.103,-0.4633,-0.4069,-0.9159,-1.0428
TCGA-FB-AAPS,-1.6404,0.0393,0.4448,0.1768,-0.3188,0.0045,-0.2023,0.6808,0.8615,1.3439,0.3072,-0.4394,-0.4456,0.5225,0.1601,2.5354,0.6434,-0.4238,-1.0918,-0.3642,0.0461,0.595,-0.7694,0.4979,-1.5468,-0.3092,1.0146,-0.5219,-0.6948,-0.7565,0.7219,-0.5815,0.9137,-1.688,-0.4908,-0.5757,-0.8517,-0.1248,-0.4522,-0.1864,0.2565,-0.1684,-1.1105,-0.2839,0.0646,-0.3214,0.0274,0.2033,-1.2719,-0.2064,-0.985,0.4127,-0.1928,-1.1647,-0.5055,0.0802,-0.2088,0.3564,0.2223,0.8336,-0.4825,0.6877,-0.298,-0.276,0.4643,-0.8087,-0.8691,-0.2697,1.9846,1.2545,-0.7579,-0.9328,0.049,0.8994,-0.3373,0.3823,0.6441,-0.743,0.0429,-0.2057,-0.241,0.6,2.8781,-0.5113,0.6919,0.3041,-0.0642,-1.1793,-1.0228,-0.8151,-0.2026,1.1021,-0.2514,-0.8637,-0.3131,0.306,1.2364,-0.2625,-0.7865,-0.1846
TCGA-FB-AAPU,1.0125,-1.0644,-0.9149,-1.1041,0.4599,-0.3567,0.1559,-0.032,-0.8652,0.352,-0.6867,1.2105,2.1898,-0.5716,-0.8221,-0.7805,-0.0348,1.6948,1.9763,-0.2388,2.1316,-0.4326,-1.2922,-1.0077,0.8171,-0.4532,-0.6732,0.7587,0.5233,-0.7618,-0.0787,0.5137,-1.7593,2.42,-0.7461,0.1763,-0.2404,-0.2357,1.3436,1.7156,-0.037,0.8197,1.4369,-0.2711,-0.0362,-0.6645,-0.6316,-0.0171,1.5009,-0.2612,1.5128,-1.2933,0.6178,1.2767,-1.0601,1.3051,-0.3871,-0.7807,0.2454,1.0641,-0.4764,0.4521,-0.3043,1.0278,-0.4483,1.5897,-0.2376,0.4353,-0.7679,2.2036,-1.0043,-0.9213,1.0136,0.7383,2.3715,-0.8598,0.2209,-1.6114,-0.87,0.0499,-0.1282,-1.1707,-1.6533,0.5223,0.0135,-0.7268,-0.1733,0.9441,1.7231,0.5404,-0.1214,-0.5565,0.0845,0.5802,1.0749,-1.5079,-1.0833,-0.2717,1.0183,2.2221
TCGA-FB-AAPY,1.2054,-0.9874,0.1181,-0.4093,-1.5314,-0.1574,0.2769,-0.3058,1.435,-0.1363,0.4581,-0.1585,0.4104,0.7161,0.0179,0.1429,0.4783,-0.6202,0.7454,0.3273,0.1295,0.4294,-0.1333,0.8012,-0.6999,-0.2,0.3297,-0.506,-0.269,-0.4045,0.9184,0.7786,-0.3369,-0.7537,-0.2905,-0.9321,-0.935,-0.0563,-0.1347,-0.2969,0.1859,-0.5256,-0.5275,-0.2268,0.1127,0.5139,-0.1887,0.0504,-0.5965,-0.0574,-1.2147,-0.1386,0.8261,-1.2046,-1.1049,-0.699,0.1638,-0.2783,1.2299,1.0574,0.3442,0.2218,-0.0413,0.3531,-0.0915,-0.1249,-1.3656,0.3587,1.5412,-1.3669,-0.8543,-1.3793,-0.1652,2.002,-0.903,-0.2217,-0.5422,-0.2662,-0.4119,-0.3128,0.4861,1.3643,-0.1441,-0.2015,-0.5922,0.5771,-0.5555,-0.5595,-0.1928,0.0918,0.5785,1.3879,0.1109,-0.7697,-0.1088,0.9805,0.7002,-1.8874,-0.7883,-0.172
TCGA-FB-AAPZ,-1.5772,0.3831,-0.2087,-0.437,0.547,-0.1607,-0.5881,1.6672,0.0994,-0.6741,-0.912,-0.3646,0.3137,-0.5949,-0.604,-0.7526,-1.1025,-0.3614,-0.9726,0.622,-0.8188,-1.1729,-0.7687,1.8139,1.6944,-0.3453,0.2336,0.3983,-0.023,0.9033,0.0701,0.1422,-0.1064,1.2574,-0.2891,0.1335,0.7788,-0.1596,-0.4749,0.3876,-0.5275,-0.605,-0.1066,-0.2601,-0.1202,-0.5751,-0.5933,0.1937,1.3563,-0.1731,-0.0569,-0.5012,-0.8384,-0.937,-0.6418,1.4461,1.8433,-0.0179,-0.369,0.1744,-0.5918,-0.3982,-0.2222,-0.3973,-0.0746,0.7212,-1.0354,0.223,0.3037,0.0511,0.0192,-1.0624,-0.0265,0.1848,-0.8277,-0.2791,0.4553,-0.3144,-1.0678,0.1116,-0.5227,0.1182,0.8024,-0.571,-0.988,1.4447,-0.6409,-0.6236,-0.4873,0.1263,-0.7402,0.3446,0.1045,-0.3498,0.0687,0.2092,0.2961,0.3614,-0.0261,-0.4547
TCGA-FB-AAQ0,-1.6791,-0.0864,-0.4525,-0.7371,0.0327,1.8596,-0.0478,2.4103,-0.0298,1.4197,-0.615,0.9121,-0.1953,-0.6452,-0.3156,-0.612,-1.0647,-0.6364,0.0065,-0.2556,-0.6357,-0.7098,-1.0727,2.4182,0.132,-0.4557,0.1105,-0.5353,-0.6204,-0.6987,1.4999,0.9356,-1.6681,-0.183,-0.0887,-0.7021,1.0145,-0.0876,-0.0155,-1.7602,-0.5534,0.8899,-0.4511,-0.2298,0.4625,-0.5457,-0.2171,1.1607,0.501,-0.311,-0.158,-0.4811,-1.3193,-0.9108,-1.3737,-0.6429,-0.0773,-1.3351,-0.7656,0.1172,0.5551,-1.0315,-0.345,0.1838,-0.8,-0.3032,-0.9644,0.5437,0.3821,-0.8964,-0.7018,-0.9029,-0.1892,1.6039,0.1253,0.1433,-0.9005,-0.7253,-0.4223,-0.3821,0.5222,1.2185,1.0583,0.0809,-0.3091,-0.6921,0.0643,-1.4159,1.2395,-1.4536,0.0693,3.9765,-0.0088,-0.5244,-0.8761,0.5265,-0.8553,-1.9205,0.3881,0.4998
TCGA-FB-AAQ1,-0.7883,-0.3383,-0.7291,-0.5846,-1.4126,0.2133,0.2684,0.0384,0.82,0.3814,-0.3506,-0.4132,2.5993,-0.6994,-0.624,-0.9074,-1.0508,0.683,1.2916,0.1084,0.2497,0.4624,-1.0324,2.5215,-0.0712,-0.3493,-0.0311,1.4499,3.5235,2.7235,-1.0297,-0.5551,-1.3007,-0.676,-0.5875,0.4358,0.9427,-0.0985,0.3443,0.0603,-0.3824,-0.6884,-0.0654,-0.2316,-0.158,-0.3912,1.8803,-0.3513,-0.0702,-0.2937,2.0705,-1.325,-0.7445,0.2195,2.3341,-1.328,6.0687,-0.0983,-0.8378,0.197,0.1419,-0.2077,-0.4061,1.1891,-0.923,-0.6345,-0.4524,-1.5744,-0.0634,-0.1892,0.8807,0.8448,-0.4862,0.3196,-0.4671,-0.566,-1.6727,-1.0272,-0.4792,-0.233,0.6681,-0.5146,-1.2385,-0.1473,-1.001,-0.7127,-0.8402,-0.3362,-0.6653,-0.5576,0.4788,0.5635,-0.9057,0.1352,-1.4263,-0.4575,-0.979,-1.3431,0.0832,0.4716
TCGA-FB-AAQ2,-0.5752,-0.3619,-0.2056,-0.6926,0.2925,-0.2923,-0.823,1.4776,-0.1021,-0.7003,-0.7474,3.4953,0.5268,0.1902,-0.6528,-1.6003,-0.9292,-0.4165,-0.7162,2.0,-0.3296,-1.4561,-0.8733,0.6113,-0.5021,-0.1954,-0.3382,2.4054,2.246,2.2611,1.4522,0.1539,-1.0794,-0.0477,-0.2499,1.0549,0.9696,-0.2019,0.8732,-0.5199,-0.3074,0.0333,8.4484,-0.2729,0.0143,-0.4821,1.0716,1.9511,-0.0156,-0.3614,-0.002,-0.8505,0.0995,1.2987,-0.4411,1.566,2.514,0.1071,0.4126,-0.6246,0.235,-0.3346,0.0597,2.8747,0.0143,2.9153,1.3183,-0.6621,0.3703,0.1414,-0.0091,0.3859,-0.9261,-0.3075,-0.0255,-0.3369,-1.0428,-0.5302,-0.2663,-0.3821,0.7083,0.2521,-1.1249,-0.9588,-0.8436,3.0156,0.5612,0.1612,1.0496,1.1254,-0.2117,-1.0762,-1.2824,2.8576,-1.2211,-0.3118,-1.693,0.6598,0.4688,0.2752
TCGA-FB-AAQ3,-0.7636,-1.175,0.0144,-0.8559,0.6577,-0.4586,-0.1294,3.0179,-0.2619,2.54,-0.5244,0.8916,1.8686,-0.7074,0.2873,-1.7475,-0.3594,0.3913,1.0392,-0.1659,0.4756,-2.5584,-0.2024,0.7371,0.7782,-0.4437,-0.4678,-0.38,-0.6147,-0.7884,-0.3751,1.9959,0.3481,-0.4835,-0.2687,-1.4753,0.527,-0.3749,2.3365,0.7819,-0.6222,-0.3221,-0.6956,-0.1386,-0.2576,0.3163,-0.1105,-0.1315,1.4437,-0.0919,-1.2322,-0.4427,-0.3661,-2.091,-2.2138,1.7172,-0.0907,1.0175,1.0945,1.038,0.4729,-1.3467,-0.3581,3.4969,-1.0848,1.137,0.3901,1.1058,-0.2759,1.4481,-1.1236,-0.4185,-1.4634,0.5184,2.3277,-1.0159,-1.2601,1.6564,-1.6988,-0.3181,0.6641,0.772,-0.3282,-0.9135,0.7064,-0.2463,0.5336,-0.8684,-0.6189,2.5446,-0.0278,1.1202,-0.089,0.52,-1.7806,0.5115,0.1388,-0.0923,-2.2733,-1.3305
TCGA-FB-AAQ6,1.3048,-0.4583,-0.6813,-0.9086,0.2408,-0.1618,0.5434,0.1336,0.0104,0.9395,0.339,-0.2734,-0.6694,-0.714,-0.5769,-0.4081,-0.7591,0.273,0.3781,-0.4088,-0.4063,-0.6646,-0.6921,-0.0489,-0.5997,-0.4532,-0.4883,-0.1721,-0.3865,0.1555,0.487,0.0658,-0.3681,0.1494,-0.1252,-0.7605,0.5486,-0.1853,-0.1901,0.5784,-0.0164,0.3222,-0.7025,-0.1251,-0.355,-0.7885,2.0578,-0.586,0.2843,-0.2249,0.0359,-1.2088,0.1104,-0.4899,-0.4485,-1.5345,-0.3123,-1.3348,0.1411,-0.6309,0.3712,-0.9706,-0.3401,0.214,-0.9669,0.6911,0.0756,1.3465,-0.6595,-0.5958,-0.8992,-0.8749,-0.9653,0.5915,0.1431,-0.7438,-0.7653,1.0225,0.4709,-0.302,0.8493,-0.4164,-1.1743,0.3212,-0.6078,-0.5609,-0.2288,-0.4019,0.9933,-0.177,2.5754,-0.7558,0.0958,-0.2818,-0.2143,0.1698,-0.8163,-1.624,0.7793,0.397
TCGA-H6-8124,-0.4153,0.1309,-0.1275,-0.0828,0.5645,0.4525,-0.4682,-0.0012,-0.3425,-0.2449,-0.8515,-0.2186,2.0235,-1.0297,0.7007,-0.5678,-0.7628,1.6642,-0.856,0.4707,-1.7457,-1.0121,1.3821,0.3631,-0.1836,-0.2824,-0.6162,1.7919,0.3734,3.3701,1.0466,0.5465,0.4779,-0.5867,-0.3178,0.9114,4.2255,-0.1653,-0.2082,-1.4549,-0.4933,-0.4485,1.2052,-0.3063,-0.131,-0.4931,-0.0831,0.3134,0.1284,-0.3267,-1.0716,-0.7612,-0.2011,-0.7496,2.2035,0.2467,-0.1464,-0.9836,-0.9837,-0.4652,-0.5353,-0.1788,-0.3511,-0.2089,-1.2228,-0.6737,1.5744,1.4339,-0.5967,0.2357,0.058,0.0855,-0.3914,-1.094,-1.0624,0.6641,0.9896,0.8479,-0.3286,1.5311,-0.3388,-0.259,0.5656,0.443,4.3738,-0.1371,1.7163,0.464,-0.5718,1.3659,-0.2356,-0.7544,0.9699,0.333,4.481,-0.4291,0.0344,0.2394,-0.1278,0.4003
TCGA-H6-A45N,-0.6093,-0.2786,-0.0187,0.1576,-0.9787,-0.0097,-0.4522,-0.6072,-0.1687,0.2368,-0.098,-0.2705,-0.7824,0.2424,-0.1974,2.021,-0.2029,-0.9993,-0.6022,0.0955,-0.4628,1.5075,-0.3427,-0.0073,-0.1428,-0.1074,0.0564,-0.5712,-0.0122,-0.1826,0.6744,-1.1885,-0.2503,0.2702,0.3477,0.0823,-0.4383,-0.0769,-0.8365,-0.929,0.1266,-0.1389,-0.5226,-0.2689,-0.0351,0.2689,-0.4293,0.7086,-0.5822,-0.0549,-0.6806,-0.2295,-0.414,-0.2578,-0.8515,0.6741,-0.3273,0.4292,-0.6284,1.0647,-0.3836,0.5211,0.0546,-1.3103,0.4367,-0.7103,-1.1199,-1.8067,0.8669,-0.5983,0.2851,-0.7404,0.0303,0.4965,-0.1972,0.2479,0.0059,-0.4402,-0.2998,-0.3156,-0.4363,0.5693,0.6443,-0.2307,-0.4906,0.3049,0.3577,-0.1463,-0.5448,-0.9423,-0.3008,0.72,-0.8716,-0.221,-0.2303,0.6095,-0.1578,-0.9057,-0.9934,-0.4554
TCGA-H8-A6C1,-0.0901,-0.3056,-0.7233,-0.6185,-0.402,0.0662,0.3428,0.9996,1.1954,-0.5559,1.2324,-0.2732,-0.1131,0.0432,-0.4446,0.3149,0.5516,0.7141,0.2584,-0.3391,0.2685,1.2203,-0.9617,-0.1145,-0.2542,-0.3646,-0.7965,-0.6687,-0.3454,-0.4648,0.1867,0.9323,-1.6056,-0.7578,-0.7046,-1.412,-0.0374,-0.0584,-0.515,1.8873,-0.2674,0.1222,0.9343,-0.2467,0.0112,2.2373,0.1689,0.1059,3.267,-0.0593,-1.307,-0.1994,0.1712,0.0666,-0.0421,-1.6282,-0.3696,-0.9519,0.5678,-0.2062,-0.3741,0.521,0.1369,1.4562,-0.5906,-0.2762,-0.2306,-0.4952,0.0951,-0.3498,-0.6053,-0.8312,0.153,0.6024,-0.5185,0.2333,-1.544,-0.3644,-0.2527,-0.3361,-0.0435,0.943,-0.7376,-0.339,0.9661,-0.5852,-0.5202,0.147,0.521,-0.5946,0.7957,0.1801,0.295,-0.3386,0.4553,0.8604,-0.4847,-0.9743,0.2358,0.3409
TCGA-HV-A5A3,0.1366,-1.0501,1.4455,-0.9019,-0.2001,-0.4717,-0.007,-0.3592,0.8826,-1.0899,-0.263,-0.1474,0.0503,-0.8854,0.4868,-0.4711,-0.4552,-0.0827,-0.6581,-0.3584,-1.4874,-0.3721,-0.7841,-0.1868,0.6592,-0.4122,-0.2001,0.7194,-0.7524,0.1452,-0.0265,0.258,-0.9359,2.0011,-0.8416,0.941,1.4882,-0.2953,2.0183,0.4545,-0.1249,-0.4904,-0.6028,-0.2364,0.2283,-0.7376,0.9947,3.1159,-0.3188,-0.2559,0.6921,-1.4095,0.1947,-0.2516,-0.5616,-1.2358,0.8256,-0.4314,-0.0881,0.6772,1.7273,-0.7407,-0.4299,-0.7485,0.2347,1.1336,1.7972,-0.5102,0.2445,-0.9195,-1.1287,-0.1084,-0.7887,0.3163,0.5008,-0.7136,0.1219,0.3746,0.1272,-0.3157,-0.2237,1.5353,-0.2493,0.7713,-0.4835,-0.2653,0.2117,1.5311,-0.3638,-0.4123,0.0704,0.3123,0.1973,0.4296,0.6353,2.6208,0.5669,0.4824,0.0835,-0.3882
TCGA-HV-A5A4,0.0497,0.3576,-0.4409,-0.492,-0.756,-0.3469,-0.5464,-0.2028,-0.7744,-0.5872,0.6738,-0.3866,-0.5809,-0.4655,-0.0035,-0.3955,1.9493,-0.95,-0.6129,-0.3393,-0.4461,-0.0409,0.0791,-0.7733,-0.5865,-0.365,0.0855,-0.5804,-0.1167,-0.7187,0.5002,-0.4753,-0.7731,0.2323,-0.295,-0.0913,-0.2057,-0.211,-0.0899,2.3909,0.1027,-0.2486,-0.0278,-0.2613,-0.1372,0.0184,-0.3222,0.8229,1.5358,-0.0083,-0.511,-0.4657,-0.4034,-0.3904,-1.5851,-0.436,-0.3418,0.1444,-0.6065,0.4892,0.7569,0.9436,-0.173,-1.0711,-0.0617,-1.0794,-0.6542,0.1756,-0.4202,-1.0684,-0.7212,-0.7741,0.0735,0.5856,-0.0952,-0.3538,-0.0375,-0.1795,0.8814,0.0301,-0.2842,0.3054,-0.3559,-0.0337,1.1906,-0.5615,1.9021,1.2095,0.364,-0.5015,0.02,0.8667,0.0815,-0.5762,-0.6903,0.9766,0.4429,-0.6025,-1.2376,0.1933
TCGA-HV-A5A5,-0.3978,0.1555,-0.1568,-0.0044,0.2548,-0.1548,-0.2402,0.1202,0.2359,0.4201,0.4956,-0.4874,-0.8354,-0.4086,-0.3943,1.3944,0.0741,-0.4011,0.098,-0.1098,0.1222,0.6108,0.0865,0.6054,-0.565,-0.0707,0.0253,-0.6665,-0.2364,-0.1455,0.8822,-0.3103,0.4527,-0.0138,-0.6947,-0.0739,-0.4292,-0.145,-0.3333,-0.2748,-0.1185,-0.0333,-0.6257,-0.2477,-0.2249,-0.0686,-0.3368,-0.3932,-0.7373,-0.09,-0.6625,-0.1264,-0.2917,0.1206,0.0355,-0.1852,-0.0147,0.2298,-0.5734,0.3429,-0.4338,0.0381,-0.0708,-1.0562,0.1223,-1.2458,-0.4066,-0.7485,-0.0046,-0.0022,0.3125,-0.6837,-0.186,-0.5557,-0.4747,-0.0572,-0.1814,0.9505,0.7465,-0.1113,-0.2937,-0.2825,0.2554,-0.6987,-0.4191,-0.6796,-0.6086,-0.5658,-0.6268,-0.6754,-0.4757,-0.4756,-0.3729,-0.3188,0.0593,-0.2738,-0.2257,0.3019,-0.4956,-0.6999
TCGA-HV-A5A6,0.0622,-0.9688,-0.6822,-0.2656,-0.1623,0.1279,1.0272,6.2096,0.6675,0.1046,-0.4458,0.0737,0.2874,-0.9523,-1.0423,0.275,0.2122,0.0116,-0.2554,1.2539,-0.6128,-0.7382,-0.4212,-0.0014,3.5852,-0.3655,-0.6208,-0.3677,-0.6593,-0.2083,2.3157,0.6939,-1.9907,0.9133,-0.1609,1.1201,1.8299,-0.3176,0.0067,-0.5821,-0.2827,-0.6596,-0.6229,-0.2792,-0.1431,1.7831,-0.2633,0.0635,1.4411,0.0592,-1.1618,0.5135,1.6093,-1.6157,0.6691,0.9278,-0.3972,0.0559,1.5302,0.4426,-0.2641,-0.2932,-0.3019,0.1604,-0.178,0.247,1.7051,-0.2848,-0.581,-0.2239,0.0504,-1.825,-0.8325,0.1845,-0.974,-0.2176,0.5812,-0.5306,-1.019,-0.3821,-0.0317,3.6451,-0.0489,-1.3734,0.5203,2.9935,-0.5015,3.052,-0.7804,0.8974,0.4932,1.2938,0.1514,2.9025,1.6969,0.6408,0.0838,0.9219,0.5305,-1.4869
TCGA-HV-A7OL,-1.5384,-0.6685,-0.2026,-0.941,-1.9732,-0.23,2.0327,-0.0297,1.688,1.1413,1.0315,-0.3761,1.543,-0.6217,-0.2913,-1.3131,1.7239,0.1881,-0.7627,-0.4088,-0.7092,0.1287,-1.0062,0.0917,-1.6625,-0.3918,-0.3245,-1.2504,-1.0559,-0.5726,-0.2256,-0.0519,0.1946,-0.8355,-0.5282,-1.5983,-0.8942,-0.2907,1.6041,-0.6552,3.8478,-0.8843,-0.3828,-0.2461,1.0285,0.5973,2.5588,2.3698,-0.6348,-0.188,-1.1668,-0.7568,0.0003,-1.8691,-1.8488,-1.2249,-0.4096,-0.0109,-0.1316,0.9173,4.9262,-0.6539,0.1299,2.9115,0.6338,0.4812,-1.4477,1.038,-0.162,-0.0996,-1.5993,-1.6545,-0.532,1.0844,-1.5057,-1.2081,0.56,-1.631,1.1522,-0.1983,1.6488,1.7169,-0.3087,-0.7636,-0.649,0.3934,0.1442,-1.4873,-0.1526,-0.3117,1.0589,0.4811,-1.9517,-0.4282,-1.5173,1.2606,0.8524,-1.4242,-0.6282,-1.3864
TCGA-HV-A7OP,4.987,-1.795,1.6138,4.2262,-2.2997,-0.3733,7.0292,-0.0717,0.6648,5.258,5.2547,-0.7404,-0.9514,-1.0387,-2.1331,-1.3338,-0.054,-1.4792,0.7329,-0.4088,4.6467,-1.1012,-2.0247,-1.0064,-1.1697,-0.5005,-0.1259,-1.6275,-0.7201,-0.5736,3.3311,-0.4047,-3.1697,-0.5198,-0.3221,-1.3678,-1.631,0.4263,0.6293,-0.5764,-0.1027,-0.7694,-0.6933,1.0653,-0.3047,-0.9012,-0.5222,0.026,-1.7321,1.5675,-2.0951,-0.6937,4.1453,-2.4695,-1.8524,-0.4497,-0.063,2.6761,5.969,2.8468,0.3024,-0.7193,0.1074,2.6656,1.2947,2.9034,-1.8009,0.0267,-0.9262,-0.2432,-0.9208,-1.6556,1.7819,2.7345,-2.0445,-1.0195,-2.5194,-2.9257,0.8462,-0.2515,5.0026,0.8295,-2.0959,-1.6088,-1.2886,-0.6313,-0.8631,-1.5978,-0.0905,4.324,7.0738,4.9484,-2.8212,-0.8756,-2.1632,1.8595,-1.7834,-0.3712,-1.051,-1.2987
TCGA-HV-AA8V,-0.2001,0.6147,0.0471,0.6177,-0.1223,0.0809,0.4687,0.1036,0.2693,0.0059,0.3194,0.2556,-0.3559,-0.8024,-0.3419,1.0837,0.0328,0.299,-0.7672,-0.1578,0.094,1.4037,-0.5836,-0.5166,-1.4421,-0.2682,0.2648,-0.7423,-0.1587,-0.1797,0.1342,-0.635,-0.1287,-0.4852,-0.1016,-0.4118,-0.6227,-0.2664,0.3909,-0.5003,0.0008,-0.3609,-0.4667,-0.2329,-0.2535,-0.2896,-0.394,-0.5811,-0.8784,0.0466,-0.1859,0.1596,0.3844,-0.1962,0.2901,-0.7622,-0.3438,0.4723,-0.2425,-0.1637,0.2357,0.3741,-0.3836,-0.8653,0.2183,-0.7784,-0.5213,-0.4777,0.1676,-1.0705,-0.1334,-0.5578,0.2124,0.223,-0.4872,0.315,0.4362,-0.1488,0.2705,-0.0514,-0.422,0.2048,1.5148,0.4651,2.1542,-0.2185,0.3001,-0.6555,-0.9847,-0.6309,0.1366,0.4784,-0.5776,-0.1109,-0.6681,0.4466,-0.4531,-0.0632,0.2737,0.2771
TCGA-HV-AA8X,0.404,-0.4011,-0.4559,0.146,-0.8641,0.0682,0.6546,0.8726,0.5546,-0.8397,0.3607,1.434,-0.1351,-0.9264,-1.1912,-1.0649,1.5409,0.6014,2.8753,-0.4088,-0.5055,0.9498,-0.0309,-1.0242,0.2868,-0.446,-0.3708,-0.1112,-0.199,-0.8315,0.0563,0.933,-0.0281,0.7355,-0.7317,0.0912,-0.1374,-0.3407,1.1077,1.9118,4.3365,-0.2913,0.816,-0.0519,-0.3529,-0.7455,0.1628,-0.312,1.0487,-0.0583,0.3178,-1.2889,0.5104,0.1647,-1.1972,0.14,-0.2095,0.0099,-0.0518,-1.2347,0.5473,-0.2789,-0.3679,0.9704,-0.5895,-0.6011,-0.8088,0.8081,-1.1827,-0.1718,-0.3167,-0.0901,-0.6918,-1.1675,-0.1386,-0.8475,0.1922,0.2869,0.9945,-0.1058,-0.4458,3.5977,-0.2172,0.9224,0.0681,-0.724,0.1482,1.2397,-0.7297,0.2944,0.9285,-0.7318,0.0059,0.0068,-1.3276,-0.3988,-0.8877,0.4162,0.9975,-0.7659
TCGA-HZ-7289,-0.3492,-0.185,-0.7663,-0.9871,-0.3464,-0.2125,-0.4864,-1.4322,-2.3098,-1.4753,-1.1577,1.7892,7.5273,-1.0721,-0.6193,0.3945,0.549,2.7052,-0.7823,4.5295,0.6592,0.5759,-1.0314,-1.1927,2.9326,-0.4873,1.3771,0.3272,0.641,-1.0995,-1.6811,4.0207,-0.7633,1.8215,-0.8416,0.08,-0.9863,-0.3941,0.9601,4.1275,-0.602,0.4603,1.0537,-0.0334,-0.4503,-0.8071,0.4576,-1.3484,-0.6247,-0.3221,2.1974,-0.4066,1.581,5.341,2.3469,-0.854,-0.4411,-0.3732,0.8964,-0.9999,-1.0262,-0.7255,-0.405,0.1588,-0.6049,0.8802,1.416,-1.5508,-0.8895,-0.0286,-0.9308,3.8187,5.5017,-1.7109,1.0903,-0.8256,0.5659,0.0931,2.236,0.5089,-0.8966,-0.7502,-2.3435,-1.4913,1.0945,1.7179,-0.8596,0.1624,4.1759,1.709,1.2037,-1.4088,0.2045,2.8534,0.5328,-1.3302,-2.2869,0.51,0.9594,0.4153
