PatientID,SNAP29,SNAPC3,SNTA1,SOBP,SOCS4,SPAG8,SPATA2L,SPDYA,SPG7,SPIN2B,SPRN,SQLE,SRI,SRL,SSBP2,ST3GAL2,STARD5,STEAP1,STX3,SYCP2L,TAF5,TAOK2,TAPT1,TAS2R20,TAX1BP1,TDRD9,TEKT3,TES,TFCP2L1,TGM2,THSD1P1,TIGD2,TINF2,TJP2,TMC2,TMCC1,TMEM123,TMEM151B,TMEM159,TMEM168,TMEM175,TMEM20,TMEM48,TMEM52,TMEM86B,TNF,TNFRSF6B,TNK2,TOB1,TRIM67,UBE2H,UBE2J1,UBE2L3,UBE3C,UBFD1,UBXN2A,UCA1,UCK1,UFD1L,UNC119,UNC93B1,UNK,UPB1,UQCRH,USP20,USP39,UTP23,UTP3,VAMP1,VBP1,VPS41,VPS4B,VPS53,WASH7P,WASL,WDR19,WDR1,WDR20,WDR24,WDR63,WDR74,WDR8,WHAMML1,WHSC1L1,WNT5A,WNT5B,WNT7A,WWP1,XK,XRCC6,YDJC,YPEL3,YTHDC1,YWHAZ,ZBTB39,ZBTB48,ZBTB49,ZBTB6,ZC3H18,ZC3HAV1L
TCGA-2J-AABK,0.5836,1.4102,-0.2757,-0.3038,0.1808,-0.1144,0.0043,1.1898,0.0331,0.6011,0.435,-0.2514,-0.3851,-0.0573,0.0707,-1.0885,-0.5529,-0.8572,0.13,-0.2077,0.6708,-0.5875,0.4231,1.3638,-0.1356,0.3939,0.3796,-0.6101,1.0502,-0.8014,0.1906,0.2022,-0.9058,0.0505,-0.2949,0.2415,-0.4179,0.1693,0.1811,-0.8058,-0.006,0.7638,-0.3341,-0.1164,0.0779,-0.2558,-0.5828,-0.2855,1.1487,0.0506,-0.6833,-0.2856,0.5709,-0.6236,-0.2898,-0.277,-0.3401,0.0438,0.6393,-0.0869,-0.5559,-0.3061,0.0224,0.0741,0.1523,0.6827,-0.3818,0.2279,-0.2314,0.2917,-0.5629,-0.9163,0.4196,0.4391,-0.3156,-0.2223,-0.9995,0.8922,-0.6602,-0.2721,0.1937,0.2096,1.0071,0.107,-0.9579,-0.4195,-0.7466,1.0956,-0.3399,-0.2711,0.1674,-0.5234,1.0994,0.0084,-0.2184,0.2424,-0.3603,-0.8644,-0.1785,-0.3552
TCGA-2J-AABO,-0.1447,-0.4786,-0.126,-0.5326,1.3143,-0.3881,-0.2336,0.2011,0.7275,-0.4562,0.6175,0.2112,1.2415,-0.2961,-0.3148,-0.1733,-0.4907,0.3883,1.8116,-0.357,-0.0926,-0.499,0.0703,-0.1471,-0.2288,-0.2479,-0.2704,0.8539,-0.1336,-0.429,0.1514,0.4884,0.8016,-0.3735,-0.2303,0.5518,-0.0605,-0.1671,-0.0548,0.0054,-0.5351,-0.5408,-0.7151,-0.1763,-0.3392,-0.2035,-0.4747,-0.9847,-0.2933,0.0066,0.2336,-0.7191,0.6595,-0.1026,0.436,0.1579,-0.3057,-0.0509,0.5374,-0.1955,-0.0793,-0.1026,-0.1617,0.0815,-0.6247,0.5843,0.0711,-0.2159,-0.6006,-0.4719,-0.4863,-1.2411,-0.612,1.3168,-0.3744,-0.3817,0.7338,0.8517,-0.6942,-0.2455,0.0183,0.0224,-0.1064,-0.5844,2.4345,-0.4729,2.0523,-0.3272,-0.384,2.8124,-0.004,-1.0776,0.0478,0.4294,0.0407,-0.4822,-0.328,-0.2094,0.0589,-0.5237
TCGA-2J-AABP,3.6418,-0.6422,1.3131,1.4874,0.6205,-0.5086,-0.6689,-0.5648,-0.8912,1.1634,0.5088,-0.4688,-0.8016,-0.5005,-1.0731,3.4474,-0.0484,3.1336,-0.728,-0.2727,1.3741,-0.0562,-0.4792,-0.95,-1.0552,-0.1291,-0.6814,-1.4924,-1.1355,-0.4121,-1.2038,1.0797,1.2852,-1.5569,-0.3065,-1.6297,-0.4723,-0.393,-1.2716,-1.0932,-0.0228,-0.0263,0.6051,-0.236,-0.2957,-0.7433,-0.37,-0.3704,-1.6975,-0.1353,-1.7007,1.681,5.3716,2.9699,0.0981,-0.3701,-0.4557,1.2583,5.1157,0.3147,-0.6382,0.008,-0.3293,1.2332,-0.0139,-0.9835,0.6578,1.3648,-0.637,5.1692,-0.7918,-1.3622,3.3008,-0.4346,-1.8998,0.1561,2.24,-0.8307,0.4116,-0.2924,0.4602,2.0308,-1.8786,-1.3777,-0.2645,-0.0684,-0.8631,-1.5847,-1.0385,3.602,0.2903,-0.9051,-1.9054,-1.0635,-0.8129,0.0024,0.3811,-1.1918,0.6494,-0.543
TCGA-2J-AABR,-0.1918,-0.3975,-0.2267,0.3056,-0.077,-0.3812,-0.0098,-0.504,-0.1677,-0.8094,-0.3797,-0.2933,-0.7084,0.5882,0.2056,0.0013,0.3699,-0.371,-0.2632,-0.1687,-0.835,0.0339,0.0435,0.0978,-0.3782,-0.2198,0.0156,0.2674,-0.1035,0.098,-0.8632,-0.2054,0.5808,0.2709,-0.0552,-0.5673,0.2719,-0.1643,-0.5118,-0.6832,-0.2122,-0.5948,-0.1941,-0.0942,-0.2505,0.4543,-0.5343,-0.8106,2.113,-0.0677,-0.2028,0.2095,-0.5832,-0.0931,-0.3286,0.1542,-0.1766,-0.4078,-0.4264,-0.5138,-0.3381,-0.0463,0.0137,-1.063,-0.0274,-1.2866,-0.921,-0.0612,-0.4194,-0.5289,0.1918,0.0247,-0.0055,-0.2031,-0.1212,0.1574,-0.0136,0.192,0.0531,-0.2503,-0.4522,-0.5119,0.1641,-0.1173,-0.5161,0.5564,-0.1568,0.4469,-0.5593,1.7727,-0.6002,-0.2472,-0.1256,-0.4132,0.2931,-0.1634,-0.8263,-0.3199,0.1975,-0.4323
TCGA-2J-AABT,0.1242,0.1609,2.4175,1.397,-0.6893,0.1625,-0.2902,-0.6263,0.1438,0.8589,-0.6202,-0.4949,-0.6974,1.2208,0.8036,0.7438,-0.8728,-0.9505,-0.5402,-0.3278,-0.6239,0.258,-0.389,-0.3116,0.6252,-0.2717,-0.2487,0.8924,-0.5783,-0.4931,2.068,-0.4933,-0.0726,-0.1077,-0.6825,-0.3012,-0.4706,-0.1118,-0.0219,0.8278,-0.2089,0.278,-0.2373,-0.2636,-0.3447,1.1656,-0.3254,-0.5614,-0.3054,-0.0435,0.3668,-0.4789,-0.5594,0.5949,-0.1499,-0.3025,-0.41,0.2272,-0.9227,-0.2996,-0.4679,0.0255,-0.2204,-0.3761,1.142,-0.5284,-0.9897,-0.4114,0.9417,-0.6532,-0.6155,-0.7674,-0.1739,0.369,-0.0243,0.0347,2.076,-0.6334,0.0727,-0.2754,-0.2923,0.1615,0.9111,-0.3264,-0.3201,-0.2148,-0.6997,-0.0504,1.2115,0.8103,-0.8103,0.0054,-0.3351,-1.0206,0.5664,-0.3487,0.1913,-0.3535,0.0015,0.2999
TCGA-2J-AABU,-0.0667,-0.4522,0.3074,-0.8135,-0.1835,-0.356,0.4495,0.0258,0.6379,-1.1699,-0.8545,-0.6611,0.736,-0.947,-0.5799,-0.6925,-0.4686,-0.5169,0.4124,-0.3382,-0.8595,-0.1926,-0.3917,-0.8026,-0.679,-0.4592,-0.3187,2.787,0.3056,1.0895,-1.0109,1.0352,0.0755,0.1577,-0.564,-0.2838,0.7187,-0.3142,0.2748,-0.616,-0.271,-0.2569,0.5716,-0.226,-0.2314,-0.7373,0.2507,-0.1227,0.0553,-0.336,0.5109,-1.1411,0.4947,-0.0264,1.1136,2.0961,0.2873,0.5203,-0.1195,-0.288,0.2204,-0.761,-0.3255,0.4358,-0.3978,-0.7563,-0.2645,0.6168,-0.3947,-0.4353,-1.5627,-0.3849,-0.7994,-0.787,0.042,-0.34,0.2336,0.2064,-0.3114,-0.289,-0.0366,0.4116,0.0699,-0.1015,2.0087,-0.1827,0.4158,0.1678,-0.6275,1.0923,0.4148,0.7562,0.1458,-0.0051,-1.0522,-0.3085,-0.5182,0.2665,0.0524,0.4169
TCGA-2J-AABV,1.0252,-2.4152,1.4014,-0.324,-1.7433,-0.12,1.5713,1.4907,0.2045,1.2097,2.4367,-0.5633,0.2248,-0.5399,-1.0171,-1.5803,-0.6753,-0.4906,-0.6486,0.814,0.1398,-1.3242,-0.1496,-0.8313,-1.5021,-0.163,-0.2795,-1.8299,-0.4959,-0.8674,-0.031,0.1148,0.4573,-1.0196,0.3599,-2.0016,-1.2814,-0.3496,-0.9378,-1.2367,0.1331,0.4108,-0.7417,9.0838,-0.3333,-0.4757,-0.4315,-0.4135,-1.2096,-0.3556,-2.0089,0.2689,1.352,-2.0068,-1.7463,1.02,-0.3988,1.5931,1.5898,0.8517,-0.4035,-0.3588,-0.2793,3.4271,0.4622,-0.2955,-0.7402,1.5571,-0.8224,-0.0572,-1.9275,-1.652,-0.5507,1.1771,-1.9526,-0.8184,-1.4563,-1.1246,-0.1847,-0.1808,2.4663,0.0497,0.0586,1.0253,-1.1421,-0.4146,-0.6626,-1.0435,-0.1091,1.7909,2.5402,1.5621,-1.4344,-1.1509,-1.239,0.4447,0.4072,-1.8303,-2.068,-1.516
TCGA-2L-AAQA,-0.8313,2.5542,-0.2653,-0.9556,2.5256,-0.3367,0.6643,1.5507,-0.192,-0.4393,-0.0745,1.7871,-0.0657,0.362,-1.0404,-0.6723,-1.0753,0.3145,1.4421,-0.3828,-0.7549,-0.6248,-1.0762,-0.4481,-0.0813,-0.3484,-0.1364,-0.4537,1.2852,-0.664,-0.5158,-1.2997,-0.7833,1.4186,-0.5348,0.1794,1.0582,-0.2398,1.8117,-1.6985,-0.4831,0.3857,0.0884,-0.3067,-0.166,0.1614,-0.3174,1.6535,3.4249,-0.0825,0.7304,-1.5988,-0.7059,-0.0205,-0.7766,-1.1936,-0.3976,-1.108,-0.7144,-0.6323,-0.2063,-0.8911,-0.2953,-0.5437,-0.6893,0.5988,-0.6778,1.5121,-0.7062,-0.6867,-0.4377,0.551,-0.4965,0.5164,0.1851,-0.8432,0.3171,0.1723,0.0287,-0.3135,-0.1945,-0.9941,-1.0963,0.3525,1.0984,-0.3884,0.0792,-0.4234,1.034,-0.1522,0.6979,-0.9596,-0.1786,0.9215,-0.3293,-1.3478,-0.524,-0.1515,0.6212,1.7113
TCGA-2L-AAQE,-0.6712,-1.3887,0.6937,-0.576,-0.2005,-0.4424,-0.4087,-0.7589,-0.9878,0.2164,-0.2759,-0.5903,0.8311,-0.5195,0.7341,-0.1635,0.1192,2.2681,1.3463,-0.2589,-0.2066,2.0573,-1.1313,0.0022,0.6365,-0.4421,-0.3908,0.9127,-0.7964,1.222,0.4467,0.0177,0.6621,0.6289,-0.7238,1.5141,1.1208,-0.3151,1.5852,-1.6377,-0.256,-0.2744,0.8922,-0.2787,-0.2088,-0.4699,0.6982,1.9589,0.2118,-0.272,0.6904,-1.3774,-0.7602,1.6364,0.8144,0.292,0.3824,-0.3026,-0.5972,0.6802,2.5151,-0.9351,-0.1197,0.0281,0.1761,2.9422,0.9633,-0.0339,-0.2216,-0.2875,-0.8041,-1.1142,-0.3508,-0.1813,0.1018,-0.8263,-0.0178,0.6953,0.5829,-0.3031,1.0456,0.5547,0.7775,-0.72,-0.3037,1.5224,2.1294,1.2677,0.9901,-0.6391,0.1632,1.369,-0.6288,0.6054,-0.3831,-0.113,-0.0421,-0.6045,-1.4173,-0.1617
TCGA-2L-AAQI,0.7357,0.3977,-0.1407,-0.262,-0.219,-0.3376,-0.3119,-0.6324,0.0244,-0.1567,-0.4153,1.3212,0.262,-0.6611,0.0787,-0.6898,-0.1393,0.1337,0.841,-0.1259,0.1356,0.2826,-0.115,-0.4777,0.6479,-0.3596,-0.318,0.5989,0.8902,-0.223,-1.0009,2.2923,-0.4246,0.2718,0.0233,0.7371,2.1057,-0.2125,0.6671,1.3095,-0.3029,0.0781,0.5352,-0.2124,-0.3941,-0.697,-0.3304,-0.4574,0.9997,-0.2498,0.0147,-0.6187,-0.081,0.8831,-0.0855,0.992,-0.3822,-0.8919,0.1143,0.2372,0.0991,0.0678,-0.1511,-0.7978,-0.8662,0.922,0.4508,0.4048,-0.6744,0.2255,0.6983,1.0505,-0.3526,-1.0644,1.2881,-0.8782,0.3338,0.3058,0.1291,-0.2993,-0.2566,-1.055,-0.6849,1.5265,-0.4221,-0.4962,1.9478,0.8224,2.2584,0.8032,0.3803,-1.1321,0.1946,0.6594,-0.5617,-0.8435,0.0531,-0.7047,0.9198,0.345
TCGA-2L-AAQJ,1.1249,-0.839,-0.4519,-0.6849,-1.0701,-0.4666,0.0741,0.0904,-0.3549,-0.2234,-0.3988,0.3363,0.6395,-0.006,-0.8432,-0.0292,-0.5619,0.4839,1.5031,-0.3768,-0.6125,-0.2657,-0.0183,-0.6083,0.4129,-0.3882,-0.2006,0.8691,-0.0595,-0.6537,-0.7169,-0.0605,0.3389,1.8848,-0.4639,0.1624,0.7379,-0.3082,0.8876,0.6082,-0.3277,-0.5713,-0.3599,-0.2561,-0.2503,-0.1729,0.186,0.1416,-0.3177,-0.2628,1.3131,0.5161,0.9181,-0.5634,-0.8563,0.9183,-0.3128,-0.718,1.4532,-0.5913,0.5654,0.5103,-0.3116,0.119,-0.5904,0.5024,0.0909,-0.2486,-0.7334,0.008,-0.5471,0.677,-0.5838,-0.2462,0.4312,-0.8362,1.1069,0.3337,-0.5756,-0.1922,-0.0772,-0.6428,-1.3306,0.1008,-0.9413,-0.524,-0.5836,2.4627,-0.2866,0.2424,0.522,0.2496,-0.4704,2.6274,-0.6201,-0.7467,0.2282,-0.6215,0.064,-0.5513
TCGA-2L-AAQL,0.32,-1.6866,0.1939,-0.1596,-1.4148,-0.2103,1.4617,0.0773,0.02,1.1682,0.8275,-0.1991,0.363,1.8177,-0.4191,-0.1707,-0.5745,-0.9607,-0.6926,-0.4088,-0.96,-0.18,-0.4361,-0.1221,-0.3628,0.0949,1.8223,-0.8879,-0.5778,-0.534,0.073,-1.0362,1.6113,0.4687,-0.1836,-0.8126,-0.8771,-0.119,-0.3442,-0.2295,-0.0365,-0.7018,-1.2751,-0.159,0.143,-0.707,0.2279,1.0535,1.3657,-0.073,-0.5045,-0.8783,1.3485,-1.5222,-0.9919,-0.7,-0.3529,0.4456,0.8947,0.6054,1.0042,-0.3255,-0.2753,0.3189,0.4528,-0.0841,-1.6188,0.3147,-0.9966,0.0433,-0.8463,-0.301,-0.6386,0.5427,-0.7665,-0.6221,0.3932,-1.0906,0.7669,-0.2443,0.2642,1.0837,-0.5395,-0.4915,-0.8955,-0.5294,0.454,-1.1048,0.407,0.6216,1.2734,1.5836,-0.6765,-0.5665,-1.4706,1.5564,-0.2958,-0.4281,-1.4551,-1.5085
TCGA-2L-AAQM,-0.4986,0.3937,2.4467,0.521,-0.8111,8.5325,-0.4208,-0.4133,0.9223,1.7091,2.2979,-0.7754,-0.2069,-0.9229,6.2324,-1.351,-1.5518,-1.0526,-1.2461,0.82,0.1926,0.7726,4.068,1.8398,-0.7655,-0.3583,0.6971,-1.1073,-1.1782,-1.1351,4.6747,-0.8349,2.2874,-0.3829,-0.3888,1.4307,0.5008,4.2767,-1.8479,0.6524,5.8849,-0.3848,-1.5806,-0.3254,1.8977,-0.8656,-0.4953,-1.0942,-0.8196,-0.1196,-1.3532,0.1943,-0.4505,-0.8589,-0.4552,-2.1618,-0.4562,6.2456,-1.0796,3.8843,-0.8897,5.5733,-0.1745,0.0193,3.1216,-2.5514,-1.6815,-0.7071,2.2973,1.7064,-0.7677,-0.2422,2.3988,1.8842,-0.3773,5.5254,-1.2864,2.4028,2.3784,0.503,-0.2915,0.4107,1.7648,-1.1701,-1.3173,-0.8314,-0.8631,-1.5189,-0.6752,-1.3162,0.6048,0.9565,2.5051,-1.6182,1.3304,2.5785,2.9566,0.0089,-0.8524,-0.644
TCGA-3A-A9I5,1.5624,-0.8101,0.3853,2.5035,-0.3514,-0.2691,2.8767,1.4579,2.0911,0.0817,2.1868,-0.5073,-0.6857,-0.4636,-0.5348,-0.4363,0.3121,-0.5801,-0.4204,-0.2923,-0.2933,-0.0014,-1.2893,0.7352,-1.5473,0.1277,0.0573,-0.7158,-0.2687,0.2214,-0.4026,-0.8334,-1.314,-0.614,-0.689,-0.3,-0.1572,-0.0235,-0.1842,0.0256,-0.0016,-0.4766,-1.0298,-0.25,0.3454,0.2162,-0.5977,-0.6512,-0.4316,-0.0777,-1.9501,-0.2197,1.4232,-1.0895,0.6227,2.1471,-0.1837,0.5175,2.8706,0.8793,-0.3431,0.0557,0.259,0.6518,0.2208,-0.238,-0.3699,-0.8483,0.0094,0.0509,-0.8196,-0.139,0.9031,1.3121,-0.7532,0.3671,-1.5824,-0.5177,-0.1045,-0.3821,1.1671,-0.0757,0.0476,-0.8349,-0.9804,-0.546,-0.8611,-1.0518,-0.4476,0.9094,1.5854,0.4042,-1.7697,0.3877,-0.657,0.3537,-1.576,-0.5103,0.2711,-1.5819
TCGA-3A-A9I7,-0.5427,-0.3696,0.1345,-0.2195,-0.0859,0.0945,-0.1539,0.2483,0.1523,-0.6679,0.4475,-0.7032,0.0924,-0.0006,-0.5145,0.7882,0.3064,2.5513,1.7201,-0.2174,0.5429,0.7699,-0.4893,-0.4886,-0.6969,-0.4419,-0.149,1.2268,-0.8476,-0.5951,-0.526,0.3733,0.1061,-0.4135,-0.6266,-0.5377,-0.6962,-0.1398,-0.47,-0.6178,-0.1868,8.9192,-0.614,-0.2476,-0.1699,-0.3048,0.0515,-0.1791,-0.3124,-0.066,0.0449,1.4269,-0.2635,-0.6119,-0.2211,0.4348,-0.2588,0.5508,-0.4969,-0.4122,0.1564,-0.1408,-0.1874,-0.1444,-0.1351,-0.4075,-0.4145,-0.5391,0.8609,-0.805,-0.8702,0.7831,0.4747,0.1199,-0.3656,-0.2276,0.7908,0.3722,0.6209,0.5724,-0.2846,-0.3083,-0.267,-0.3365,1.4191,0.2029,0.363,-0.6479,1.4462,-0.5872,-0.2021,-0.0179,-0.611,-0.2876,0.826,-0.427,-0.5598,0.0273,0.0685,-0.5283
TCGA-3A-A9I9,-0.0316,-0.6025,0.3059,-0.4279,-0.4488,0.5495,0.3492,-0.1434,1.5615,0.2398,0.924,-0.3774,-0.3981,0.3338,-0.684,-0.6397,0.615,-0.8412,0.6686,-0.1889,0.9661,0.6789,0.0765,-0.6879,-0.7435,-0.1219,-0.6725,-0.0201,-0.2924,-0.5833,-0.551,-0.2539,-1.1678,-0.5822,-0.5534,-0.7001,-0.7595,0.266,0.1042,1.3428,0.28,-0.5856,-0.9857,1.4157,0.1987,0.0514,1.1614,-0.0618,-0.4828,-0.1874,-0.8021,-0.6594,0.7626,-0.3465,-0.492,-1.1159,-0.2466,0.8383,0.1778,1.1535,0.4891,-0.4091,-0.1319,1.1442,0.0585,-0.3694,-1.0314,-1.2499,0.8341,-0.3359,-0.9088,-0.7892,-0.02,1.4568,0.0569,0.0801,-0.6883,0.5852,1.1683,-0.2614,0.0693,3.6604,-0.5005,-0.847,-0.0084,-0.6059,0.7417,-0.7184,0.0334,-1.7421,1.7745,2.0546,-0.4195,-0.5762,-0.0886,4.4083,0.6829,-0.6825,-0.4665,-0.9953
TCGA-3A-A9IB,-0.3907,0.351,-0.2368,-0.5502,-0.2597,-0.3568,-0.7978,0.5507,-0.0254,-0.2969,-0.5341,-0.7348,0.3787,0.3073,0.98,1.6954,-0.8381,0.1896,0.0969,-0.0436,-0.0585,0.4991,-0.9504,-0.1692,-0.4736,-0.4497,-0.0025,1.3195,-0.9405,1.3511,-1.3795,-0.1559,-0.0594,-0.7668,-0.6366,1.443,0.3559,-0.3076,0.4031,-0.1845,-0.4326,-0.5235,0.0051,-0.2428,-0.1975,-0.0298,0.5968,0.3098,0.0327,-0.2765,0.5948,-0.3634,0.1347,0.5877,2.0839,-0.2876,-0.2069,-0.9453,0.7826,-0.7237,-0.3722,-0.2615,-0.1986,0.2777,-0.9138,0.1026,-0.1732,-0.5191,-0.7654,-0.207,-0.006,-0.1502,-0.3229,-0.8462,0.2011,0.1426,-0.0869,-0.7015,0.7439,-0.2618,-0.0495,-0.078,-1.0536,-0.7872,-0.4865,-0.5071,1.1297,-1.279,-0.7587,-0.2794,-0.0846,-0.0769,-0.7691,1.2084,-0.745,-0.5544,-1.4269,-1.5076,-0.4872,0.0518
TCGA-3A-A9IC,0.509,0.3221,0.1205,-0.2119,-0.9192,-0.2475,1.6198,-0.2728,-0.9846,0.1508,-0.2859,-0.2713,-0.8451,-0.9555,-0.4881,1.3927,0.0304,-0.0158,0.9217,-0.281,0.0111,0.6927,-1.1016,-0.7611,-0.3639,-0.4196,-0.3102,0.079,-0.4008,-0.5772,-0.711,-0.3582,-0.7672,-0.7251,-0.3392,-0.2533,-0.7044,-0.327,1.3121,-0.5505,-0.3983,-0.5655,-0.1444,-0.0733,-0.0712,-0.6936,2.7268,-0.849,0.3535,-0.1996,0.0936,-0.0409,2.7318,-0.5511,1.0164,0.2841,-0.4082,0.5024,1.0973,-0.2133,0.3384,-0.6521,-0.241,0.689,-0.1591,-0.0167,-1.3059,-0.3382,-0.7154,-1.0338,-1.4296,0.0102,-0.2725,-0.2169,-0.3466,0.4473,0.1988,-1.5498,1.4121,-0.2769,-0.1269,0.8198,0.5869,0.04,2.2546,0.5884,0.3938,-0.5227,-0.5764,-0.6172,0.7045,2.0834,-1.0193,-0.2488,-1.1895,0.1529,-0.799,-1.4918,-1.0902,-0.1849
TCGA-3A-A9IH,0.2744,1.0018,-0.0889,-0.513,-1.4532,-0.2431,0.5954,-0.6997,0.3643,-0.1429,-0.2992,1.508,0.749,1.059,-0.3104,-1.1152,-0.9231,0.0455,-0.5103,-0.3587,-0.7773,0.0402,0.0236,-0.4303,0.323,-0.2222,-0.627,0.6644,3.5812,1.1337,-0.3711,-0.4358,-1.3417,0.186,-0.6447,0.8681,0.581,-0.1887,0.2405,-0.5255,-0.3754,-0.7113,0.4127,-0.2404,-0.1876,-0.6455,2.5698,0.9366,-0.1027,-0.2068,1.3816,-1.052,0.9704,0.6932,0.5729,-0.2412,-0.419,-0.2548,0.4688,0.4397,6.1298,-0.4251,-0.1707,1.6761,-0.4112,0.0314,-0.5017,0.1302,-0.5584,0.2532,-0.8963,-0.494,-0.3342,-0.1435,-0.1933,-0.7299,1.5395,-1.534,0.4195,-0.1016,-0.4079,-0.3063,-1.1219,-0.6673,-0.4706,0.804,3.0219,-0.1757,-0.6216,0.5249,-0.08,-0.0639,-0.0592,1.9185,0.3003,-0.5248,0.1463,-0.1772,-0.5916,-0.004
TCGA-3A-A9IJ,-0.2178,-1.0897,2.0688,4.8563,-0.7167,3.7877,0.9661,-0.6896,1.3357,3.0533,4.2326,-0.6799,0.0083,-1.1079,3.812,-0.3129,-1.7057,-1.6892,-0.5988,0.5206,0.7283,1.9672,3.4665,1.0021,-1.2669,0.3313,0.7752,-2.3328,-1.183,-1.1916,2.3757,-0.6616,0.3425,-1.6906,0.1055,-0.6254,-1.9044,10.9124,-1.4016,-1.048,1.5865,0.5744,-1.6256,-0.3097,0.9612,-0.7255,-0.5625,-0.6834,-1.5637,1.3584,-2.3056,-0.9445,1.0842,-1.7302,0.7334,-1.8024,-0.4557,6.1165,2.3714,2.6563,-1.0775,0.6966,0.9185,2.0989,5.3352,-0.836,-0.85,-1.5089,-1.1752,3.8154,0.2991,-1.1936,1.1543,0.1376,-0.8946,1.0269,-1.0233,-0.3716,3.2444,0.434,0.6091,0.0884,1.9178,-0.5853,-1.2637,-0.0418,-0.8631,-2.1457,-0.0496,1.9676,0.1143,1.7483,-0.7821,-1.2972,-0.7397,3.6062,0.3198,-0.8384,-0.6465,-1.5356
TCGA-3A-A9IL,-1.9137,-0.1796,2.1219,0.4974,-0.1065,3.7697,0.6116,-0.3574,2.2015,3.3117,2.1062,-0.8263,-0.4123,-0.661,1.5007,-0.8143,-0.636,-1.7012,-0.3386,-0.0619,0.4079,1.7437,2.877,1.9618,-1.2698,4.3539,-0.0338,-1.7443,-1.0509,-1.0906,2.7584,0.0282,0.9622,-1.684,0.6584,-1.1859,-1.9952,0.916,-1.8594,0.0407,6.089,-0.1677,-1.2684,-0.324,6.315,-0.0479,-0.5018,-0.4902,-1.28,1.7005,-1.097,-1.1089,-0.8078,-0.8809,-0.3199,-1.6496,-0.4497,2.278,-1.1159,6.0127,-1.0275,5.3031,0.1086,-1.1508,5.4762,-2.4994,-0.1262,-0.4652,1.8016,0.6381,0.6277,-1.0436,3.1555,1.967,0.3113,2.1083,-1.8114,1.8333,4.4531,0.4861,-0.4525,0.0324,2.5657,-1.1622,1.1524,-0.5002,-0.8001,-1.7969,-0.2838,-1.1792,-0.6173,-0.7668,1.1891,-2.1384,2.7026,4.0694,2.1801,1.0166,-0.3785,0.4958
TCGA-3A-A9IN,-1.2573,-0.7564,8.3248,1.9208,1.0373,3.2234,1.2102,1.1969,2.4773,2.2786,3.8181,-0.742,-0.8261,0.2174,1.1011,0.4323,-0.9488,-1.4629,-1.233,-0.1847,0.0361,1.667,3.5478,0.0763,-1.5314,1.5234,5.7107,-1.6249,-0.3262,-1.0567,-0.0559,-0.3886,0.2996,-0.7206,0.9204,-1.3785,-1.7322,3.4882,-1.3016,0.4539,4.3318,-0.4462,-1.3597,-0.3151,3.0705,1.2311,-0.4656,0.1019,-0.5542,0.6722,-0.866,-0.5703,-0.7616,-0.8567,-0.4464,-1.9533,-0.4557,3.5446,-0.675,2.1171,-0.8937,4.4848,2.0828,-0.6042,4.1971,-2.1922,-0.849,-1.0365,0.1971,0.449,-0.3382,-0.5658,1.8,2.6382,0.2974,3.5653,-1.5717,2.5175,3.8719,4.6612,-0.0062,0.4767,1.1595,-0.8311,-1.1461,-0.3412,-0.8612,-1.7667,0.1008,-1.4614,-0.7881,0.3368,1.1941,-1.8976,1.793,2.9452,3.9405,0.8299,-0.3361,-0.3194
TCGA-3A-A9IO,-1.7077,0.9507,2.306,2.736,0.6865,0.2557,-0.6859,0.1825,1.6072,1.5,3.7514,-0.4822,-0.5933,-0.7557,1.9617,0.4746,-0.4451,-0.8158,0.1659,0.0932,1.7685,1.6706,3.992,0.3798,1.5267,1.7692,1.4675,-1.6605,-1.1677,-1.1321,1.3547,-1.3438,1.4553,-2.0997,-0.1839,-2.0305,-2.0346,1.3504,-1.7148,0.282,1.5543,2.2955,-1.0124,-0.2746,3.7486,-0.513,-0.5911,-1.1238,-0.961,8.3897,-0.4935,3.9264,-0.5185,0.4229,0.6558,-1.3994,-0.4528,1.0564,0.2283,1.7541,-1.1822,2.2635,7.239,0.1353,0.0427,-1.9745,1.6467,-1.5723,-0.2471,1.5557,5.0679,-0.419,2.6331,-0.3263,0.1358,1.1294,-2.6989,3.1526,0.2777,2.8358,-0.6634,-0.0085,1.9825,-0.4904,-1.3227,-0.7629,-0.8462,-1.2931,0.0502,-0.3768,-0.7913,-0.5338,0.2381,-1.75,1.3973,1.0894,-0.5804,0.0781,-0.888,0.2556
