"LIG3","KDM7A","COX15","EPHA3","FAM120A","TRAF3IP2","TOP2B","TM9SF3","CRYBG3","OSTM1","DNMT3B","UNC13D","LRRFIP2","PALMD","SF3A1","SNPH","CHRDL1","HTR2A","OLFM4","FOXF1","TRPA1","DKK4","NEFM","ATP1A3","CCL24","CCDC47","SMARCD2","SGCA","SOD3","CAPRIN2","ATP5F1B","PPM1H","NT5DC3","SMOC2","C7","TUSC2","NPRL2","PODXL2","PDE1A","IGFBP5","STK25","STRN","NFE2L2","KLHL12","AKR1A1","ATF6","ECRG4","GPR68","CNRIP1","UFM1","ELF1","KCNJ8","CPXM2","RNF113A","PTGER2","SLC2A4RG","TRPV5","RNASE1","CRB3","ADGRE3","SH3BP5","KHDRBS3","ZSWIM4","MMACHC","FBXO21","GLS2","TGFBRAP1","STAB2","ITM2B","IGF2BP3","SCN7A","ZNF189","ALDOB","GPAT3","SLC15A4","NABP2","LPAR6","AFG3L2","TRIM65","SOD1","RPL11","WDTC1","NECTIN4","TOR1AIP1","C1orf56","HHIPL2","THSD7B","LRIG1","PXDNL","INTS4","DIXDC1","GUF1","RPIA","OXNAD1","CYP2U1","PXYLP1","KCNS2","ZFYVE9","TMEM171","RCAN1","EFCAB14","TPPP3","ZNF222","SLC25A44","ALDH16A1","RAVER2","PBXIP1","WDR82","ADCY1","HNRNPK","SVEP1","PGAP4","CRYL1","GFI1B","NDRG2","MFAP4","ATP23","MTMR10","GREM1","ENTPD3","HR","GFM1","KCNAB1","HIC2","SYAP1","OTUD7A","SIK2","CRTAP","KISS1","RIOX2","TMEM43","GAP43","TP53RK","MYOZ2","LRRN3","SLC25A30","PODN","CSRP2","TMEM9B","ACER2","MAGEF1","IMP3","TMTC2","ZNF664","JRKL","GUSBP1","UBALD2","GALNT17","ATP6V0A2","LSAMP","MRPL40","ZNF284","DIPK1C","INSYN2A","NLGN3","SRGAP2B","SCOC.AS1","HOXA4","FAM118B","MPZL1","MIER1","MAN1A2","RN7SKP72","RN7SKP250","SNORA38","RN7SKP9","TCEA3","XKR4","RNU1.89P","RNU1.4","IGLV4.60","IGLV1.47","IGHV2.5","IGHV3.15","IGHV1.45","SFT2D2","MXD3","ZNF134","MIR99AHG","TMEM167B","TAFA5","RN7SKP111","RN7SKP165","FTH1P10","RTCA.AS1","MRPL20.AS1","IGHV3.72","SLC2A1.AS1","SPATA20P1","PIK3CD.AS2","CHORDC1P1","LINC02574","MAP3K20.AS1","ALG1L6P","HOXB.AS2","RN7SL263P","IGKV1.17","INMT","RN7SL299P","IGKV2.30","IGKV2D.29","RPLP0P2","RN7SL679P","RN7SL395P","IGKV1.27","SCARNA22","OR7E28P","ATXN7L3B","LYN","LINC02732","WAC.AS1","IGLL5","TIFAB","DENND11","HLX.AS1","SH3RF3.AS1","VS"
7.77,13.46,16.21,10.92,66.14,6.04,42.29,151.78,9.79,14.04,0.64,10.3,22.18,4.22,24.27,0.85,8.85,0.5,1149.93,5.19,0.47,1.55,0.36,0.53,3.99,57.88,27.35,2.07,11.53,10.16,143.55,8.84,2.58,62.54,141.14,9.36,6.67,3.48,11.01,303.54,27.44,12.41,55.68,12.57,54.56,13.35,8.6,1.83,4.25,43.09,52.01,3.73,14.38,6.5,7.01,12.43,0.01,65.86,14.65,1.32,10.84,9.72,2.63,2.37,15.65,0.51,6.63,0.05,393.17,11.06,8.63,14.78,10.69,5.68,13.64,11.35,32.78,26.05,6.4,124.17,938.11,10.31,11.12,30.13,1.02,0,2.54,16.95,0.1,9.49,7.54,10.3,7.89,7.97,4.15,7.91,0.16,12.31,4.98,12.68,58.91,10.36,2.48,5.73,5.29,12.78,30.72,27.11,0.47,172.96,11.28,8.92,26.38,0.77,31.65,32.58,4.13,12.38,40,4.51,6.52,18.46,1.73,1.04,15.25,0.78,7.14,43.16,0.27,10.57,33.76,2.53,6.29,0.13,0.63,5.74,14.44,9.72,36.67,6.84,15.8,15.24,11.75,36.23,10.21,6,11.87,1.23,11.37,7.72,13.05,1.81,0.71,0.15,1.78,15.89,0.05,1.37,13.8,87.25,32.27,17.83,0,0.1,4.7,1.17,28.72,0.05,0,3417.03,0.25,37.93,47.56,43.91,0.57,19.45,1.59,8.59,9.46,20.53,5.18,0.12,0,0.06,0.21,3.91,5.37,0.74,0.13,0.11,0.05,0.13,4.63,0,0.03,3.08,26,26.02,0.45,98.35,33.83,0.75,10.94,0.44,42.6,5.32,0.13,44.92,21.78,0,9.01,48.72,0.09,15.45,0.2,0.24,"0"
7.09,16.39,17.27,13.52,55.97,11.05,48.51,171.29,10.5,16.81,0.94,18.32,24.22,2.39,16.76,0.85,0.95,0.12,4621.66,3.35,0.57,0.83,0.24,0.62,4.48,47.16,23.24,1,6.63,9.92,158.42,4.93,2.78,21.57,54.32,7.06,5.07,3.92,6.25,367.4,30.23,13.38,40.07,13.59,43.99,21.83,1.45,1.61,4.51,65.33,66.56,7.27,11.02,9.24,5.6,17.32,0.01,141.33,19.08,0.14,12.86,10.75,4.18,1.71,19,0.91,6.7,0.05,444.21,1.42,4.73,18.34,15.42,3.74,14.44,10.08,16.02,18.69,5.75,151.41,602.08,8.08,37.06,37.29,1,0.11,2.06,16.08,0.06,9.31,4.59,7.69,7.21,5.98,3.25,5.99,0.16,8.99,5.2,15.48,54.81,6.08,1.63,7.8,5.85,8.92,36.59,19.19,0.48,211.84,7.25,10.8,31.8,0.27,35.13,29.22,2.39,6.39,65.54,3.76,3.25,19.03,0.57,0.69,14.03,0.2,6.88,47.24,0.32,8.81,34.17,0.97,7.48,0.13,0.89,6.47,12.63,13.99,28.16,7.52,17.72,10.07,12.59,31.26,11.58,5.89,15,0.85,7.47,5.63,9.11,1.14,1.06,0.16,1.03,11.16,0,1.3,11.53,110.87,28.14,19.31,0,0,4.08,0.64,12.04,0.03,0,2018.08,0.4,16.36,7.94,11.64,0,23.78,2.49,9.52,4.8,21.37,6.23,0,0,0.02,0.33,3.25,2.25,0.84,0.16,0.44,0.13,0,2.97,0,0.27,4.54,9.78,11.41,0,17.97,1.62,1.89,8.34,0.8,14.89,1.78,0.11,31.61,22.34,0,7.42,15.05,0.02,10.58,0.12,0.12,"0"
17.77,9.96,12.21,12.67,58.16,8.44,50.98,123.03,10.39,13.2,1.25,6.51,18.77,2.56,15.46,0.79,0.94,0.23,70.54,3.28,0.85,0.17,0.14,1.49,0.69,27.42,14.98,0.57,8.87,19.44,110.9,5.84,3.99,11.64,31.84,5.73,5.73,6.08,7.83,224.68,31.72,10.15,47.71,12.46,38.89,17.96,0.29,1.3,3.89,35.96,36.92,4.55,6.83,5.78,3.56,12.57,0.03,123.57,7.22,0.68,6.87,5.51,3.2,1.57,16.37,0.35,7.92,0.1,296.31,12.88,3.73,13.53,2.4,1.7,11.89,7.4,16.71,28,3.66,92.36,602.56,8.73,16.62,26.41,1.67,0.27,0.98,12.32,0.11,9.04,5.93,8.25,7.28,8.46,2.55,7.73,0.14,10.09,2.08,12.7,37.27,9.37,2.92,6.97,6.82,5.16,35.2,15.46,0.39,209.86,5.69,4.44,5.89,0.03,19.16,21.17,2.72,6.49,31.92,1.11,2.5,22.42,0.82,2.25,15.28,0.33,7.21,29.77,0,16.16,34.27,0.17,9.98,0.11,0.18,5.04,11.77,6.16,20.31,3.11,20.96,8.16,8.94,34.06,9.25,6.08,10.05,0.75,8.97,8.79,20.66,1.58,0.14,0.14,0.75,19.58,0.11,0.89,8.12,68.66,21.41,20.18,0,0.86,30.56,0.78,19.81,0.04,0.35,3443.42,0.49,4.1,6.51,16.48,0,23.65,3.97,12.39,6.02,15.25,5.65,1.25,0,0.17,0.61,5.56,3.1,0.91,0.68,0.42,0.08,0.1,0.03,0.05,0.14,4.93,5.3,10.07,0.34,34.37,3.56,4.55,8.53,0.29,14.3,8.23,0,24.1,17.72,0,6.02,17.17,0.19,12.69,0.5,0.57,"0"
12.17,22.3,19.85,24.14,65.4,15.5,42.62,232.47,12.84,14.04,0.61,3.73,34.3,2.68,27.71,0.84,3.72,0.45,591.08,4.04,0.55,2.1,0.24,0.85,8.81,62.34,33.34,0.6,25.46,5.53,167.91,5.57,5.86,40.87,140.05,7.55,5.67,9.53,7.35,208.41,27.81,14.53,41.44,11.14,52.02,14.31,4.07,0.74,4.43,35.92,60.58,4.22,17.55,6.98,7.25,10.09,0,28.69,21.5,0,10.86,11.13,2.5,2.65,19.04,0.56,7.91,0.13,458.63,18.08,17.46,14.83,41.96,3.9,11.93,12.72,12.41,37.17,8.55,162.88,770.97,11.15,15.31,32.42,1.36,0,3.11,19.7,0,8.68,7.54,9.13,11.57,8.69,4.05,7.92,0.38,13.1,20.98,10.94,77.78,7.57,1.54,4.14,7.78,11,32.75,28.71,0.43,191.67,11.98,11.75,29.07,1.02,41.11,45.28,3.31,16.85,11.1,2.46,9.02,23.56,0.56,0.9,35.13,0.32,6.97,44.24,0,12,28.9,0.88,5.42,0,2.45,4.81,17,8.6,28.13,15.82,17.71,16.64,10.51,44.98,11.04,6.52,13.95,0.72,11.87,8.53,10.13,1.64,1.91,0.19,1.66,19.2,0.03,1.35,10.26,87.99,29.08,18.74,0,0,4.14,0.78,45.12,0.12,0,2783.84,0.2,35.83,30.91,56.11,0,17.7,2.37,3.67,6.53,21.27,4.88,0,0,0.14,0,8.35,17.49,0.5,0,0,0,0,0.82,0,0,4.86,139.39,20.48,0.28,43.76,18.46,0.86,10.99,0.54,16.56,3.62,0,36.84,29.5,0,7.64,61.74,0.17,17.11,0.24,0.47,"0"
4.76,10.72,18.62,32.63,68.74,13.6,29.12,187.54,8.7,15.76,0.5,9.67,18.89,4.07,14.8,0.9,1.36,0.13,1816.4,9.1,0.33,4.73,0.05,0.62,1.46,42.77,15.55,0.85,11.26,4.66,243.9,9.17,2.68,17.67,48.33,5.48,3.33,4.52,8.94,219.87,24.39,14.2,44.5,12.1,32.32,15.27,1.23,0.82,4.52,37.29,50.42,4.24,8.16,7.08,3.69,12.34,0.01,17.35,11.3,0.12,9.8,5.04,2.56,1.13,26.04,0.16,6.9,0.44,414.12,19.14,9.52,14.02,11.2,9.89,20.17,15.87,6.98,27.82,4.1,105.6,370.4,7.65,15.76,34.91,0.74,0.12,2.54,5.69,0.27,8.33,4.38,6.67,6.5,4.11,3.26,7.75,0.57,9.95,1.03,12.03,60.42,6.74,1.31,6.95,6.44,5.9,33.46,19.41,1.08,191.39,8.22,10.02,18.87,0.09,41.03,24.27,2.39,11.25,5.29,4.08,1.82,30.16,0.66,0.76,17.47,0.33,8.86,29.18,0.23,8.6,27.59,0.26,8.38,0.04,0.61,2.81,19.23,17.11,43.47,12.27,13.35,14.42,9.26,72.42,9.09,2.26,23.77,0.79,6.47,8.39,5.32,1.52,1.21,0.43,0.85,15.21,0.08,4.59,11.39,99.99,29.22,21.96,22.9,36.54,4.51,21.4,7.6,0.03,4.55,1690.61,0.42,8.87,6.27,8,0,32.42,1.02,8.04,4.57,19.2,4,5.52,1.25,0.67,0.12,4.18,1.53,0.65,0.11,0.14,0.12,0,0.6,0,0.11,16.44,10.33,9.76,112.1,25.65,3.35,0.76,122.81,181.34,6.98,5.68,0,36.63,22.96,0,6.58,7.92,0.02,17.11,0.42,0.5,"0"
14.66,14.74,12.57,34.64,35.21,14.81,49.09,230.7,10.63,12.65,0.64,4.77,20.53,3.35,28.18,0.89,5.84,0.14,1398.58,4.72,0.33,2.9,0.1,1.06,20.53,62.04,27.25,0.74,15.74,11.34,191.89,9.59,4.43,16.84,262.79,8.37,4.66,7.85,6.85,217.96,20.15,11.86,40.48,10.26,55.89,14.7,1.45,0.75,5.17,44.03,49.61,5.39,6.09,9.02,3.28,8.62,0.02,68.6,23.73,0.25,11.15,11.4,2.73,1.81,24.44,0.98,7.67,0.43,436.45,5.77,14.23,17.22,14.52,2.65,14.93,9.82,19,36.22,7.17,137.7,460.98,6.75,16.36,28.14,0.98,0.03,2.9,16.45,0.13,7.87,5.03,8.01,11.2,9.21,4.53,6.62,0.5,10.02,3.8,13.11,75.77,14.81,1.86,5.2,7.61,7.89,30.14,30.6,1.15,169.38,9.54,8.46,23.88,0.49,39.84,36.09,1.97,11.12,7.65,3.66,6.92,20.26,1.96,1,29.82,0.92,6.72,50,0.74,10.9,32.81,0.93,8.77,0.1,1.86,6.62,13,6.97,27.04,6.66,15.89,20.05,13.43,44.38,9.78,5.13,17.77,0.61,13.74,10.42,11.5,1.3,1.8,0.23,1.11,14.2,0.01,1,10,73.83,23.91,19.48,20.4,28.46,20.84,27.18,17.37,0.21,10.11,4678.65,2.26,6.97,12.92,11.98,0.05,26.02,1.08,4.83,5.74,19.7,4,6.27,0.67,0.75,0.46,4.58,3.3,0.32,0,0.26,0.08,0,4.48,0,0.04,24.09,7.55,11.35,176.57,7.56,1.83,2.07,259.73,201.79,12.65,11.55,0.08,38.51,29.46,0,9.71,8.95,0.08,11.07,0.47,0.33,"0"
9.94,16.08,17.82,18.46,40.09,12.34,33.64,152.3,11.05,21.75,0.64,14.2,15.33,1.33,12.88,0.43,2.83,0.09,246.26,3.25,0.53,0.35,0.05,0.72,2.57,30.97,11.89,0.56,4.83,18.69,121.54,4.5,3.56,6.76,24.15,4.87,3.36,1.26,6.17,202.31,27.98,13.28,41.95,11.87,28.85,19.84,0.83,2.18,3.36,46.68,53.09,5.01,6.15,6.1,3.07,19.36,0.01,34.52,9.71,0.61,5.79,3.59,3.21,0.74,18.82,0.23,5.73,0.05,478.05,16.35,2.27,8.76,2.13,2.21,20.99,6.91,16.64,10.05,5.42,102.81,400.94,7.49,22.98,36.31,0.5,0.25,0.65,6.85,0.11,11.08,3.91,4.48,4.88,5.14,1.99,5,0.09,5.31,4.14,9.07,33.76,2.32,2.23,5.22,5.72,3.03,35.54,18.12,0.31,149.83,5.11,5.43,15.35,0.08,17.46,12.06,3.53,10.25,38.67,0.9,2.11,23.12,0.17,0.65,14.35,0.41,5.48,36.83,0,7.91,33.39,0.32,4.25,0.03,0.27,4.84,16.17,7.62,30.06,1.72,9.9,8.78,7.51,32.2,10.6,10.45,9.93,0.4,11.32,5.69,7.14,1.36,0.12,0.07,0.5,15.47,0.05,0.34,9.12,89.06,21.48,14.01,20.41,41.37,13.32,23.48,10.09,0.03,11.04,3188.3,0,1.65,3.17,1.89,0,30.67,2.44,7.29,4.96,15.24,3.61,3.39,1.14,0.58,0.15,2.39,0.49,0.69,0,0.12,0.03,0,0.91,0,0,24.62,2.05,9.97,168.82,1.68,0.48,3.18,168.46,306.9,2.46,5.55,0.03,20.4,14.04,0.11,5.63,2.18,0.05,10.95,0.1,0.12,"1"
8.07,12.77,18.88,38.8,64.58,8.16,46.07,173.51,9.61,13.21,0.62,18.5,23.02,2.85,18.58,0.78,3.92,0.62,2894.87,6.8,0.16,5.1,0.15,0.6,5.8,58.58,29.03,1.77,22.06,11.26,184.14,9.52,2.59,33.71,223.43,9.09,8.1,3.96,10.55,214.78,27.82,14.28,45.98,14.35,35.87,17.96,3.46,1.8,5.29,41.99,60.67,5.26,9.77,10.27,7.1,20.2,0.02,110.99,16.53,0.59,15.22,9.52,2.08,1.75,24.81,0.99,7.16,0.04,499.37,5.98,12.98,15.71,4.71,3.43,12.84,13.38,24.45,25.29,6.75,122.8,645.45,7.65,18.29,34.63,1.27,0.01,1.21,14.47,0.06,8.63,7.25,8.19,8.61,8.7,5.22,8.64,0.73,9.27,4.43,14,41.15,11.75,1.42,5.99,4.22,5.24,38.78,33.61,0.79,216.06,11.75,13.79,27.46,0.69,38.06,49.72,2.39,12.01,35.12,5.02,2.75,21.8,0.57,0.86,15.85,0.58,7.85,54.87,0.57,9.26,41.04,0.49,8.38,0.08,0.91,8.09,17.96,7.23,36.79,8.6,16.87,19.85,8.32,36.64,12.35,8.87,18.4,1.77,12.41,10.28,12.42,1.47,0.98,0.16,1,15.84,0.06,1.12,9.23,98.05,23.83,12.88,0.2,0.69,10.56,1.8,20.79,0.09,0,3010.65,0.98,4.12,3.16,7.8,0,23.55,1.08,5.41,5.15,17.76,6.25,0.67,0,0.09,0.44,4.68,1.39,0.49,0.36,0.27,0,0.06,4.69,0,0.09,3.47,4.03,14.54,0.41,3.65,0.07,0.65,8.82,0.39,2.6,4.81,0.06,38.49,20.85,0.09,8,5.53,0.06,9.33,0.73,0.18,"0"
8.33,9.13,8.57,15.65,45.21,13.29,46.97,65.9,10.56,13.29,1.11,13.65,25.21,2.44,24.76,0.8,1.57,0.09,984.89,4.07,0.16,0.63,0.14,1.07,7.67,55.84,21.4,0.29,4.17,16.6,141.47,5.83,2.95,4.14,23.57,7.23,5.9,2.91,6.19,445.64,27.24,16.43,43.16,8.66,41.44,13.55,0.41,1.38,4.88,40.53,35.3,5.24,4.68,6.54,3.82,13.16,0.03,54.53,8.85,1.29,13.59,11.33,3.59,1.62,9.95,0.52,7.18,1.92,322.48,2.34,4.06,9.27,1.22,3.59,14.26,10.07,11.29,12.29,7.38,111.07,558.91,8.75,6.74,23.15,1.14,0.06,2.32,24.04,0.06,11.89,5.95,7.14,8.14,7.96,2.53,7.88,0.26,6.57,2.64,6.05,41.05,6.96,1.71,4.08,3.44,3.52,21.25,29.37,0.49,164.96,3.5,4.15,9.58,0.04,18.34,6.8,2.48,10.65,32.69,2.79,1.19,18.42,0.11,1.12,15.99,0.43,9.41,38.25,0.1,12.37,38.83,1.46,4.56,0.13,0.19,6.35,14.8,10.41,19.3,1.31,15.53,14.21,7.88,22.16,9.41,13.05,21.6,0.82,8.22,6.62,15.79,1.7,1.63,0.16,0.85,24.33,0,1.32,9.95,86.5,24.24,13.81,0,0.37,50.8,1.71,12.13,0.11,0.71,3182.56,0,2.9,9.27,8.53,4.32,23.77,2.54,5.07,6.02,14.37,6.71,0.74,0,0.16,0.44,3.3,0.6,0.63,0.09,0.27,0.07,0,0.52,0,0.04,2.23,2.18,13.75,0.28,3.88,1.75,5.51,7.58,0.55,7.2,14.85,0.12,28.93,17.88,0.07,7.99,4.95,0.1,14.28,0.32,0.24,"0"
13.6,14.81,16.91,12.68,68.24,13.06,38.56,79.87,9.75,24.03,0.57,7.2,18.71,4.2,30.1,0.56,8.62,0.12,17.16,2.13,0.09,0.75,0.1,1,8.01,57.43,22.35,0.8,14.58,9.51,189.47,7.06,10.49,13.58,49.45,7.19,6.47,28.23,3.96,124.43,16.24,14.47,55.56,13.72,32.6,21.87,0.51,2.96,4.38,52.46,41.77,6.41,5.48,6.56,4.6,22.12,0,65.75,5.68,1.13,18.03,28.76,5.98,1.14,18.33,0.67,6.06,0.62,492.16,7.76,0.34,13.51,1.93,1.91,18.56,13.85,26.82,19.87,6.31,203.17,613.76,7.88,0.88,33.51,1.22,0.07,0.61,32.63,0.31,11.57,4.73,7.05,5.81,11.63,3.88,5.52,0.23,5.46,3.66,12,33.9,4.09,1.82,7.11,4.9,4.44,47.15,28.36,0.49,213,2.66,6.29,11.08,0,36.28,12.08,4.11,9.88,79.85,1.42,3.29,20.81,0.56,1.02,17.18,0.12,5.13,68.8,0.2,12.27,31.26,0.82,6.27,0.08,1.44,6.96,12.29,12.64,16.39,5.59,11.85,9.73,10.26,35.28,7.77,8.87,23,0.49,11.51,1.88,13.94,1.23,0.11,0.14,0.52,29.76,0.04,0.91,13.06,112.02,24.27,11.86,0.97,0.67,19.11,1.83,8.22,0.31,0.65,2999.21,0,13.64,23.91,685.65,1.17,33.56,1.29,5.78,2.07,16.41,3.41,0.47,0,0.3,0.63,2.85,4.52,0.21,0.88,0.28,0.08,0,1.51,0,0,1.53,14.98,6.72,0.57,17.28,13.19,0.96,6.33,0.33,14.3,4.68,0.03,18.85,28.48,0.1,7.01,40.17,0.18,7.85,0.26,0.17,"0"
7.26,20.3,10.32,10.75,32,7.58,39.59,80.7,9.04,16.76,0.39,7.12,20.86,7.16,19.15,1.03,3.25,0.36,134.69,2.24,0.6,0.58,0.21,0.71,0.8,43.02,22.68,1.76,12.46,7.47,119.59,11.24,3.26,34.4,42.76,6.19,5.05,3.43,5.29,528.13,24.84,10.14,53.1,10.32,40.7,17.8,1.98,5.25,4.58,35.45,39.24,6.24,22.26,8.04,4.6,21.05,0,126.98,5.39,0.31,16.85,5.26,4.6,1.22,12.66,0.42,8.83,0,575.49,5.5,4.59,7.73,0.54,1.36,13.6,10.14,35.82,17.17,5.28,77.35,665.83,8.09,23.27,34.42,1.26,3.97,2.39,20.52,0.11,7.91,6.63,5.05,4.57,6.67,3.83,5.31,0.17,5.78,1.35,18.49,34.54,8.7,1.9,4.7,3.17,3.23,56.61,28.19,0.5,146.47,6.55,3.25,12.08,0.04,28.78,23.88,2.44,6.91,102.52,1.92,1.13,16.89,0.94,0.91,9.3,0.43,5.68,58.02,0.04,8.09,35.24,1.19,4.99,0.05,0.55,7.62,16.9,13.88,22,1.57,16.05,11.65,13.12,25.55,8.3,10.78,11.65,0.92,7.25,7.46,11.61,1.72,0.47,0.11,0.98,28.53,0.13,1.23,7.25,98.1,22.64,15.01,0.47,0,19.5,1.43,15.89,0.12,0.51,4569.27,0.46,13.42,82.01,53.86,0.16,32.52,1.79,5.59,8.21,18.13,8.99,0.59,0.09,0.04,0.15,3.34,13.44,0.92,0.74,0.68,0.06,0,0.08,0,0.11,2.14,15.12,10.19,0.39,9.59,3.35,5.74,7.79,0.59,60.61,5.97,0.14,19.06,24.94,0.04,6.27,21.14,0.09,11.72,0.22,0.09,"0"
9.53,17.45,13.58,7.06,41.58,6.1,31.77,91.43,7.42,8.05,1.63,12.31,23.25,1.73,22.74,1.07,0.74,0.09,213.88,2.59,0.06,0.52,0.48,3.45,12.29,27.75,13.37,1.25,5.83,35.48,66.3,6.27,4.2,4.13,13.88,4.87,4.96,5.26,3.06,122.77,34.8,12.21,42.51,6.08,23.19,12.41,0.32,0.49,2.17,31.5,39.51,2.02,2.66,4.67,1.24,25.6,0.08,42.3,17.25,0.19,6.37,4.59,9.18,1.35,12.57,0.82,7.34,0.03,240.65,9.41,1.18,12.32,22.44,3.12,12.52,6.8,7.77,11.91,3.95,65,199.91,8.55,29.66,16.47,0.72,0.15,0.96,16.95,0.16,10.76,4.08,7.55,4.7,4.86,1.63,5.33,0.04,6.52,2.82,6.59,34.9,9.89,1.55,5.35,8.32,3.5,20.34,21.13,1.24,102.84,3.54,5.54,11.73,0.02,53,8.51,2.92,13.44,5.17,4.42,3.06,19.25,0.87,1.95,17.88,1.32,6.33,12.72,0.48,7.27,21.63,0.44,3.87,0,0.32,3.25,7.83,3.13,21.04,4.23,11.45,11.52,17.46,25.06,8.5,18.53,10.15,0.5,10.67,5.64,9.8,1.43,0.14,0.01,0.61,19.47,0.06,0.94,9.02,49.07,14.31,10.17,20.28,30.48,34.49,26.48,23.84,0.28,15.13,5928.69,0,0.1,0,0.51,0,22.46,3.96,5.93,6.37,9.58,2.71,4.15,0.95,0.45,1.17,3.28,0.1,1.42,0.31,0.3,0,0,1.5,0,0.2,60.53,0,5.69,152.44,0,0,2.25,367.34,703.39,0.12,8.08,0.14,25.37,24.48,0,6.93,0.27,0.04,10.62,0.39,0.23,"1"
6.7,8.28,5.32,0.41,20.58,6.15,17.96,19.72,3.51,7.66,1.3,30.45,21.26,2.31,11.36,0.4,0.81,0.03,8.02,1.31,0.34,0.27,0.19,5.93,0,25.29,13.5,0.61,3.9,53.45,35.86,3.99,3.02,0.73,2.1,1.75,2.5,1.04,1.23,7.48,25.74,11.3,15.16,4.59,18.73,6.76,0,0.98,0.57,13.59,17.71,0.5,1.93,2.71,3.18,10.98,0,7.37,6.49,0.24,9.12,4.63,4.25,0.91,6.16,0.49,3.78,0.03,42.9,8.44,1.28,9.49,2.94,3.5,8.42,4.11,5.72,18.63,3.03,28.51,111.15,3.63,6.22,10.29,0.41,0.2,0.08,9.52,0.03,8.04,3.2,3.65,3.25,5.94,0.3,2.04,0.02,4.49,1.6,7.05,11.99,3.1,0.58,5.1,5.58,4.33,8.29,7.14,0.21,45.85,0.4,1.17,3.21,0.22,31.69,5.31,0.75,7.67,39.76,0.75,2.75,15.78,0.41,0.76,9.19,0.21,3.28,8.92,0.12,6.29,10.62,0.05,1.65,0.09,0.04,3.85,2.65,4.7,3.77,1.95,3.29,4.22,6.45,12.09,3.77,26.28,9.55,0.46,7.44,0.81,5.32,0.64,0,0,0.25,31.47,0,0.16,5.6,13.59,9.26,3.9,16.12,14.17,99.62,17.81,8.5,0,22.2,6035.66,0,0,0.93,0,0,6.52,3.9,3.31,4.09,2.71,0.24,4.06,0.25,0.36,2.03,1.86,0,0.75,0,1.64,0,0,0,0,0.19,204.77,0.23,8.33,209.84,0,0,2.72,1028.5,2042.92,0.23,51.97,0,9.46,6.84,0,5.68,0.26,0,4.91,0.15,0.05,"1"
13.47,15.56,18.39,7.01,78.54,7.56,25,134.36,10.13,12.46,0.73,9.2,15.32,6.23,23.64,0.46,12.74,0.18,9.07,2.74,0.07,0.54,0.04,0.62,2.19,39.6,16.44,0.91,14.36,10.09,136.12,3.64,4.57,14.5,74.66,4.75,4.13,1.17,3.99,89.78,22.52,17.48,63.61,13.02,33.83,16.48,1.68,1.96,3.15,59.13,49.38,4.13,7.28,5.85,1.7,17.42,0.07,70.51,33.32,0.32,9.42,2.87,4.08,1.47,12.67,0.11,9.03,0.08,316.79,24.76,3.3,19.52,19.11,2.51,14.78,7.54,13.39,29.53,5.8,117.01,430.77,8.25,17.63,27.04,0.27,0.02,0.82,10.65,0.28,11.44,4.87,10.03,8,5.66,2.11,5.07,0.2,6.81,5.1,22.84,39.65,5.56,1.27,5.79,8.61,5.1,29.13,19.53,0.56,205.92,5.96,17.87,21.18,0.07,19.59,22.35,1.22,9.44,60.83,0.22,2,23.08,0.62,1.87,16.54,0.22,6.25,24,0.3,19.57,26.87,0.7,6.79,0.02,0.38,5.89,14.41,7.4,30.92,6,17.21,15.92,5.52,25.54,13.45,6.5,13.43,0.38,6.47,2.72,16.1,0.9,0.05,0.06,0.51,22.34,0.01,0.37,11.38,86.57,21,13.22,0,0,19.48,0.79,4.22,0.02,0.37,3106,0,1.55,1.75,7.18,0,28.23,3.65,6.45,2.44,14.33,3.04,0.11,0,0.16,0.24,3.18,0.79,0.45,0.23,0.07,0.05,0,0.03,0,0,2.99,3.42,9.85,0.1,2.28,0,1.11,8.15,0.59,0.69,10.32,0,23.13,37.95,0.13,9.1,3.29,0.07,11.2,0,0.18,"1"
