PatientID,ACTL6A,ANLN,ANO1,ANXA2P1,APBB3,ARMC10,ARMC5,ARNTL2,ASPM,ATL3,BFAR,BRF1,C20orf160,C21orf2,C2orf42,CAMTA2,CASKIN2,CAST,CD2AP,CDK6,CEP55,CHMP4C,CKAP2L,CROCC,CROCCL2,DPH1,DTX3,ECT2,ESRP1,EVL,FAM111B,FKRP,GMPS,GNG7,GUSBP3,HJURP,IFFO1,ING5,INSIG2,KIF14,KIF20B,KLHL22,KPNA4,LDHA,LOC286367,LRP3,MET,MGC23284,MICAL1,MRPL3,MUM1,MYO5B,NAA50,NEK2,NEURL4,NPIP,NPPA,NUSAP1,PDCD10,PGS1,PIK3CB,PKD1,RAB11FIP3,RAB27B,RACGAP1,RALB,RBM14,RBM5,REEP3,RFX1,RNF166,ROD1,SAFB,SAMD9,SEC31B,SEC61A2,SEMA6C,SEPT7P2,SFRS14,SGSM2,SIAH2,SMC4,SPRN,TES,THSD1P1,TMCC1,TOP2A,UNK,USP20,ZBTB46,ZBTB49,ZDHHC5,ZFP91,ZNF18,ZNF248,ZNF589,ZNF596,ZNF671,ZNF76,ZNF775
TCGA-HZ-A49G,-0.7439007609646365,-0.613497050330286,0.5081950320714247,-1.183004165627075,0.6912953108167967,-0.5971997720519271,-0.31289587088937615,-0.5418967573113717,-0.7940038903523666,-0.5346015078800607,-1.0371069775471562,0.05499989163789086,-0.12350111971461929,0.48340005164460714,-0.4337960706346259,0.7380017328075725,1.0041994662988694,-0.15369976167003457,0.009698903473393108,-0.0005028241445078046,-0.6404986667981241,-0.7887991220715221,-0.7444063845429721,-0.0243005596592691,0.6013989071396428,0.1674999203003394,-0.14819948143481204,-0.3934935533168034,-0.5624993956521764,0.7688022248705596,-0.7831957295612156,-0.07530255676704964,-0.8092004196701073,1.437403282737122,-0.4184979274917309,-0.7813025653326274,0.5706967789607946,0.09040087357891322,-0.1495997858824416,-0.7609008766359757,-0.6168991849268471,0.16729787419752296,-0.973697022935627,-0.4839977490762557,0.5593027566110067,0.21529542945739588,-0.6172987144909432,-0.25400270502648875,0.09279840072757385,-0.8148014457260543,-0.13449637349572188,-0.30050074514090713,-0.8766046076079145,-0.9005003810815959,0.3790982705948966,0.2250000111991534,0.20830016178190974,-0.6871989418321435,-0.864100532276328,0.519998400159099,0.1757017243132863,0.06820287153947946,0.4291980403959374,-0.6737990604126094,-0.8335006516992123,-0.3015012776282555,-0.9322036257003654,0.9328932000168788,-1.0216978005003876,0.17060561942569374,0.6619024322454233,-0.7842023104268254,0.016999959439297718,-0.30160040479231776,0.6510002926367898,-0.4038996695069717,-0.5018991014408634,0.21099783221797935,0.6112034454172126,0.16269717788345636,-0.9785015420455573,-0.7516021118777724,0.01889993810013462,-0.9310020172324222,0.46310115095169185,-0.861795884305171,-0.7487991885152379,0.6812973265160767,0.08089983665562467,0.48480138836767206,0.9159014890578634,-0.34180182279795995,-0.2885962200145002,-0.24140236070381546,0.27109911971875617,0.7316987240646461,0.3563025045403451,0.25999903920152184,0.5627976017896784,-0.2985996793888823
TCGA-HZ-A49H,-0.46360047423471634,-0.7726965781201044,-1.1234017152135811,-1.5159048608923218,0.5172957800686109,-0.25959990091205676,1.0852008258229058,-0.8581968431967153,-0.9550045646419107,-0.9412017953261506,-0.41860450099640995,-0.029999940893395013,1.1451987752063053,0.8938000954901736,0.6618054205097784,-0.05699709080032914,0.528898916681259,-0.8677986543738192,-0.8739041409193116,-0.7983016908909812,-0.6820986535966203,-0.4050995491267414,-0.788306494514574,-0.3115004968728723,-0.6081000312011146,0.4680997772691873,-0.1154994711952681,-0.8827911572621807,-0.8877000261474602,0.08920275524319327,0.04030215642682419,0.2918988909232628,-0.6271998169998693,0.43480493372168694,-0.37799801870792227,-0.8263025503849332,0.12739708670157274,0.5664024985356715,-0.851001430869476,-0.9443012241074614,-0.9903986914435878,0.3036979835183643,-0.7521971860815195,-0.492297739541366,0.40810201139451424,0.8174952874532695,-0.9029978580485603,-0.41680262822146386,-0.018501713984076927,0.32070135637132113,-0.3185968228744256,-0.7889019562118524,-0.35400320797777074,-0.9688003671341336,-0.044802322580041076,-0.009400000467875732,-0.18669907364989294,-0.7760990242055184,-0.3571002199697682,-0.34789987260261107,-0.9536984646555076,-0.28859737266861296,-0.21260071897603577,-0.08259988481757426,-0.8903005806079697,-0.8861015639837544,-0.7375033404362413,0.4522946657685335,-1.1741977251854787,-0.25089430573503624,1.4746012565007287,-0.89850240013968,-0.524498748583038,-0.7492010055384765,-0.09469939541235825,0.3219007518470647,0.25830124902494894,0.07829812961098388,-0.7666992272529972,0.45069818283138796,0.2895975276604843,-0.8373019017423312,-0.1720994363509611,-0.46150327924914836,-0.5371013348653718,-1.3090960940354635,-0.9526988137031768,-0.030601060614045446,0.3085993769088476,-0.13629894271087048,1.4173035413840946,-1.1048033694515678,-0.6635971812932131,0.7199980408056028,-0.011700551363094494,0.14400065645882484,0.5755023074782085,0.28999912390785587,0.4232980561909529,-0.5590989068038158
TCGA-HZ-A49I,-0.7736007913459373,-0.7552966297310161,-0.61250273373043,-0.8084033832709281,0.7384951835254999,0.5189998019004525,0.6029019653520286,-0.6550967880487124,-1.2127056439239947,-0.8154017063917726,-0.07350311917318839,0.018499963550926927,0.09639886207233689,0.8099000865266184,-0.6310963391658335,0.1921025405968134,0.3789987433429887,0.5926990809487931,-0.36330238167653767,0.501196463204083,-1.0243985449698227,0.05269994134529567,-0.8943067600496488,0.9285992320219373,0.3244991501933379,0.20189990393217028,-0.154299483344941,-0.14589476578997843,-0.39539907167996885,-0.4616968148240758,-0.8744954951844192,-0.7844053524021274,-0.5527995706335742,-0.6374933005185396,-0.9943966304200117,-1.1060024574767082,0.3136969573713066,-0.030199538122315888,0.4890017118203245,-1.1901016898026149,-1.2583983373511822,-0.1443023755412905,-0.26429754544441325,-0.13309815218382265,0.41320203653078486,0.3361954009480985,0.023299365183573548,0.09529713018238602,1.0837994221044467,-0.8371015007562361,-0.05589618163713355,0.2229005527184965,-0.9609048333806298,-1.105200339280051,0.039597795523202,-0.3923000195263461,0.4189997539476839,-0.9189991566144642,-0.15480009535513894,0.17089909491527716,-0.25739834815207996,-0.3611974223589367,-0.3856003845593193,-0.372299480842408,-1.2481001327832055,0.12519893138284838,0.2769981459554068,0.2629952431026747,-0.5529980319764382,1.304505418096516,1.1718016945658125,1.4890994738621706,0.9139978192657708,-0.4505006046383925,0.44080038057036786,-0.15899952733336534,0.8770015342567277,0.027198244130822127,0.11680248644475326,-0.06270360862787626,0.4022974449823602,-0.9921015221744632,-0.060199802837465746,0.5393940303301036,-0.6344015766870077,0.43550472397363205,-1.0697985984481873,0.18809844390254077,0.36959925374436187,0.4610013756810366,-0.7446053076866664,0.062098995935188424,-0.12859580986891594,-0.7851025877692105,0.13749927510583096,0.3797998811337485,-0.9330963362811934,-0.054701849367922314,0.8641966200223371,-0.3681994729707609
TCGA-HZ-A4BH,-0.0336000343707646,0.044400998243341816,1.7072926415770944,-1.2096042211814626,0.02359711150321276,-1.3125994989875411,0.2281028508911436,-0.868796846074947,0.9299033295715168,0.36689912943585173,-0.7386057823161171,-0.22299956064090296,1.3831987554941434,-0.23720002534154078,-0.6722963952402671,0.06010273592229388,0.8049992359520822,0.2140996680127157,1.1195027272251175,1.247395403246974,0.10550109646336878,0.10039988825555378,0.3803964331348784,-0.4640004635339951,-0.4138002017512517,-0.519199752954843,-0.2824995234889634,1.9963947435747913,-0.12389854529783621,0.2268026478575629,0.5197009257561094,-0.21710311581521494,-0.3331988434556389,-0.5157935009223114,-0.8216970193838699,0.4584970228417843,0.144897074552997,-0.07059967603881386,0.1425008991770291,0.3037011403658982,0.21539971540483527,-0.6175027547980508,0.9240015793128594,0.44470118404999853,0.08670042731659983,-0.29260445077525804,-0.4753991398643215,-0.5950025441510987,0.28149859521174725,-0.36610033845957046,-1.0163985261686106,-0.16900041906427055,0.399598810317821,0.44299934456385776,-0.37440278379839315,2.1619001076064435,-0.6524981720401047,0.8467024794560438,0.7790004798556411,0.11589920437270998,0.5332017841294221,-0.06549721997011122,-0.22390069713263172,-0.32539954624259887,-0.5422010162921518,-0.3538013032464434,-0.05100233461281453,-0.2316032484479528,-0.3406981368246686,0.615005540520423,-0.17179636162888257,0.5797987601622698,-0.9775976675210257,2.9876040098061294,0.2153004749044393,-0.5389997479375729,0.03780114737050062,-0.24240115167057932,0.47860318821707487,0.04129675426998795,-0.3191020257896123,0.6537944420971525,-0.48909839813628747,0.5637939647428658,-0.3038007550402159,1.3788051662687024,-0.32289997141105364,-0.6052997585824135,-0.35759927797344104,0.6362014690717316,-0.8073055643297752,0.6632002144063335,0.13580486789666193,-0.806702596790017,-0.159300379692943,-0.03939874051056022,-0.7394965103287737,-0.2869025049949479,0.5049977900649019,-0.2953996888793707
TCGA-HZ-A4BK,-0.42970043955706994,-0.49929738906397153,-0.5972027642321089,-0.7469032548275136,1.0195944254411036,-1.130399568532315,1.2459004461373782,-0.5904967705077918,-0.2285015219626943,-0.7422016546429929,-0.14490340506764804,0.4638990860148649,0.5740988225072117,-0.1324000141451096,0.4864051817851266,0.4679021324849383,0.6187990206379667,0.47899925725404396,-0.4509026834972721,-0.23720248791849913,-0.06719884873134947,-0.3315996309316896,0.10479574274368382,1.1872991754660847,0.40609907856754696,0.19559990692982915,0.11090059969869966,-0.6557922688591548,-0.5137993012329873,-0.01889716039353171,-0.38409675409330224,0.567099975902495,-0.339498864317301,-0.32479381544261043,-0.19129843920330344,-0.31320272082186595,-0.2600026443636711,0.3849018789355631,-0.4020003778338638,-0.44030026922398924,-0.25569966215885037,0.3441980159779982,-0.5719973188078845,-0.8397973403396575,-0.16570081668235973,0.5241953566160231,-0.35619949718995,-0.38270264430900286,0.6316989561463394,-0.3978004166863312,0.6149054557514294,-0.7128017675089471,-0.54080370826654,-0.36760048990447475,0.21359803900619126,1.0413000518296818,-0.4720985212251752,-0.4747987450255648,-0.4165002565595308,0.15439912775250703,0.347501753058495,0.16900294053100332,0.5456978151962408,-0.33139953787583665,-0.285101338080153,0.45489909288029623,0.9347991097291142,0.14789559413891162,-0.2427981851743707,1.1415054470379182,0.6454024561162088,-0.6460022019551149,0.34109918616143814,0.29860040076586897,0.05090054367836989,0.23090069901816235,0.9233015556018568,-0.5862003811829006,0.06490238577592106,-0.08600368993095543,-0.919601585255331,-0.08210375348428138,0.5166983077428333,-0.16310408134880985,-0.16980042200733597,-0.17229556101199694,-0.4084998140598401,-0.033201054723524755,-0.05529988834432688,0.7811015463109536,-0.05000246455583213,0.0273989255958959,-0.805797545810101,-0.3459024043461435,-0.4846000013440251,-0.1200984751639374,0.2778025751123237,0.5687999111120536,-0.3432994467193196,-0.5480989394273694
TCGA-HZ-A77O,0.7459007630105153,0.889998490071674,0.7092946311637358,1.218800850558174,-0.988800158206346,0.6645997463257045,0.5149021732694302,0.768103598394605,1.5660059936434363,0.4032991551688514,1.050101379860633,0.3449993202740427,-0.6345010773914479,-0.2981000318478638,-0.03419552676706115,-0.8521959141122832,0.6700990799592026,-1.2555980530442123,0.17729948092950143,2.740493282338425,0.45450098571036746,0.5230994177936273,1.1377983304581394,0.0991994133417058,-0.7627998954105525,-0.03509998329875765,-0.5545996086932419,0.34870281220181315,0.2417021635246599,-0.7370965998967314,0.9381998514221624,0.6808004241660801,1.0699058027345305,-0.4001936912811939,-0.5754975738882235,1.975096519071267,-0.730802317532274,0.5509024456221636,-0.07329960693674625,1.1265026992510585,0.3561995293741983,-0.5594027082325018,-0.4508974080041264,1.249200259854964,-1.0676052618593077,0.16739544075264273,-0.6835985157435509,-0.23420271436764037,-0.1979018988831798,0.8626026936294169,-0.48419722709557356,0.08650021449147575,0.24089838528662352,1.5721991139712612,-0.5741030632440999,-0.06880000342445222,-0.803097880536382,1.8155033771312479,-0.020600012689378968,-0.36209984434269205,0.036101700955712676,-0.7170976659510334,-0.11150091440684526,-0.7246989894345771,0.44419774912331156,0.5598991443126043,-0.32790274031202343,-0.7875015530435732,-1.0031978096369505,-0.27429430158025825,-0.5777957742628853,-1.079802542440122,-0.2614993760809618,-0.18410024708974043,-0.9298990460207108,-0.9486999857837408,-1.162799406127598,-0.7950999130186305,-0.6380989778115363,-0.5540053229713443,-0.4661019179485809,0.18889558202675083,-0.7001977067573677,-0.4661032668843412,-0.11430028407207597,-0.3311956355171244,1.480596713367994,0.13599856193951315,-0.9585980645003932,-0.9647993843443795,-0.1400028329430695,1.0772010536128782,-0.05709562658510802,-0.6507025316397472,-1.440598889442502,-0.7697963389098996,-0.356796854378407,-0.6043034011879621,0.8920965291420823,-0.191899995837353
TCGA-HZ-A77P,-0.7575007748766126,-0.37069777051013575,-0.49440296917149446,-0.7443032493973855,0.12609683507613825,-0.7902996983466812,0.31770263919342556,-0.8039968284797201,-0.7759038145471445,-0.4794014688563908,-0.7515058339693177,-0.21299958034310462,1.7992987210309894,0.5498000587385291,0.5315052431675769,0.38350225737486676,1.4005999246797256,-0.4786992577192294,-1.2103052999660586,-0.8597016036739262,-0.6691986576903558,-1.0557988249025267,-0.08620473572046045,0.5301993191183875,-0.12620045419705425,-0.11299994623246772,0.3508006748200021,-0.5949925665908551,-0.9672001802814548,0.0797027626571721,-0.0599975860924234,0.8392010486599404,-0.8729006306046905,0.04350557807662428,1.1554985274641882,-0.30870272231663537,0.709996682258132,0.2654014709894862,-0.8174013520677019,-0.8039009581042084,-0.3552995305633146,0.9199984774658313,0.3672019894240692,-0.22319804867857393,-0.2536012499133762,1.3024951730859473,-0.7730982474495598,-0.15030275394959117,-0.7968025161411102,-0.32220023012661164,-0.1647964474564754,-0.9611023832110677,-0.5977038606564276,-0.6599004302142374,-0.007002269685460648,1.648800082067396,1.8340970148579219,-0.6213988808628738,-0.8736005381282261,-0.2521000632575577,-0.80659844004305,2.8304047620988766,1.5103959503881115,-0.619199136550145,0.08369820032741283,-0.5257013874484793,-0.7153033079099776,0.24899528580039249,-0.6906979639707796,-0.5341942554338139,0.35320287884612106,-1.4040027969012545,-0.049299882373963336,-0.9471012711498813,0.3239004294734852,-0.1292995100914049,0.7884014934105411,0.4253973517276992,-0.09239791933404629,0.6290988053408011,-0.44300193489502865,-0.6354023967988721,-0.4680984669139157,-0.4752032424235272,0.8014019917354477,-0.2974956197158481,-0.41309980560405063,0.24179832224063255,0.8391983055797307,-0.23979899788174336,1.4722037661003093,-0.8413028353189,0.44210565306911465,0.0775977725201334,0.7879985185243028,1.3838965795904525,1.0554018760451824,0.2705990691310932,0.3371983366493739,0.6919973827118202
TCGA-HZ-A77Q,-0.8053008237731171,-0.6155970441013828,-0.48860298073422237,0.11149853795016057,-0.32470194918410383,-0.8261996846438416,-0.30269589498889315,-0.15119665122410061,-1.0341048959232955,0.7794994211236447,-0.128003337397951,-0.34669931692466843,0.1435988581630342,-0.30420003249956457,-0.5847962761501472,-0.7041961331135795,-0.07130177736563759,-0.43689932253505603,-0.9262043211159373,-0.44040219927834295,-1.0817985267542862,-0.9550989369808707,-0.8381066192659581,0.22569938568683398,-0.7543999027837957,-0.6461996925258465,-0.3037995301587581,-0.43629334372935635,-1.1007004391102384,0.8825021361369391,-0.6465960802279233,-0.10890268923544423,-0.36279894147233693,-0.610593344814854,-0.6351974394288007,-0.8074025566629647,0.5001968279021997,-1.006102869625048,-0.010599459887007072,-0.9816012947764168,-0.8450988834198062,0.03929777160905015,0.5410018614116262,0.6257009761204756,-0.696503432825972,0.22659542679275518,-0.44269923788905347,-0.3543026577074224,-0.2689019720595249,-0.6624010696453498,-0.5550974001588549,-0.9071022493088747,0.18689824066353175,-0.8250003964993615,-0.607103109421908,0.1931000096113623,-0.13719916946286956,-0.6738989295085677,-0.15260009399996258,0.3847986692253702,-0.9781984687547952,0.12760291219519887,0.5090978859456734,-0.8723987834727819,-0.6001009438241421,0.5227991261398556,-0.7516033610948143,-0.40050273333048614,-0.15569822819029566,0.30690559522499977,0.4194027830736358,0.188398452956572,-0.046499889054549604,0.4816006463792448,-0.49509922791186056,-0.19129954608472297,-0.1284989292967772,-0.5194005308878946,-0.6386989789753379,-0.4646050110187572,0.16119762185632397,-0.7913020145338165,-0.8330972714932346,-0.1047042383281002,-0.4494011169028079,-0.432195682874065,-0.7717991462362903,-0.28000049557717577,-0.24809949906378836,0.7760015435923888,0.015997805594808626,-0.35340184631195976,0.24020513551665562,-0.011002264481878727,-1.0293993676997262,-0.38609760053938136,-0.5338966951644273,0.4664996222634546,-0.8272978701586254,-0.06930035944168765
TCGA-HZ-A8P0,0.1349001379945281,-0.4229976153807859,-0.6119027349265742,0.28679890406610453,0.35559621614917636,-0.4807998164811898,0.9113012366960439,-0.2998966916008019,-0.0367007186786286,-0.20330127366734654,-0.778005940078606,0.27989944853537546,0.5858988215298859,-0.019700002104672654,0.4053050714055983,0.16720257744230177,0.4125987821966637,-0.12879980028041935,-0.7286036402965638,0.0014971730145457766,-0.5624986915509439,-0.4564994919189273,-0.7644064346439298,1.1117991919715615,0.6805988376204928,0.15749992505852808,-0.4636995802291885,0.12050392967507065,0.07240183528710904,-0.523896766282025,-0.1475973612139198,-0.9037058227437784,-0.248098561657632,-0.4480936124041137,-0.47399780249176493,-0.4130026876712016,-0.22920266574516432,0.6266027040449086,-0.6047008532243284,-0.3182000378921004,-0.9386987597517124,0.1414978535195339,-0.2763975365321546,-0.19289808348666532,-0.7921039040078284,-0.4117044226904167,-0.6332986665277717,0.4521969618057681,0.5370988586465895,1.4424041244141446,0.519105221908519,-0.22680056238921045,-0.132502614755274,-0.2768005084466354,0.24399808154574798,0.7045000350657936,0.9632987003920642,-0.4141986888745353,-0.27470016921225243,0.38659866564312695,-0.8132984411640797,0.6743032863783943,-0.3656004232202113,-0.20759971051002926,-0.46090111804775075,-0.1417011993531808,1.0844993290616227,0.8549934375991799,0.037601676344970816,0.7268055206698172,0.1379031903237053,-0.7141022554060809,1.685395978764256,-0.23000030869440682,0.22360047143227613,-0.305399612324039,1.0661016214352137,0.25059774347070746,0.23960272463613272,0.010996648541090975,0.2297975715305093,-0.46190282221893086,0.12339959584955608,0.18479498349545206,-1.0008024873082555,-0.42059567743505,-0.6431993826307536,-0.016101093465026244,-0.4488990936305305,0.48490138842097724,-0.1691029520549429,0.47359983007406087,-0.7189973233061218,0.7379980483229417,0.2885990993649103,0.28470019382846756,0.9093020073899734,0.12299865237592972,0.32159838746414005,0.20159883712915863
TCGA-HZ-A8P1,-0.7262007428586087,-0.1010985701826543,0.04129596287102681,0.47199929085830544,-0.8299005867357327,-0.39679984854354433,-0.3239958446634311,-0.8652968451245874,0.6281020655927315,-0.34300137242833706,1.0725014695530124,0.5027990093733005,-0.45000109267251465,0.451800048268584,-0.4444960851976463,0.881801520021178,-0.26250199846155,1.1833981649988219,1.435303815295756,-0.011102809087491785,0.1694010761850972,-0.1277998577595595,-0.3102052968511846,-1.0362003384421559,-0.3412002654771393,0.5360997449135041,-0.6542996399128911,-0.595392564632094,0.9345035067200246,-1.0329963689708008,0.9808997418067273,-0.7839053504308716,-0.8261004756323436,-0.884092894441546,0.09450091710317794,-0.10070279140820043,-1.1323020388092369,0.009400597063162324,-1.0087018007218502,1.1602027630994176,0.13269982467140964,-1.1177031556945671,-1.4457966752102278,-0.5668976538422366,-0.16210079893910992,-0.3489044374992163,-0.4886990999949351,-0.26740269870469924,2.9459013412829274,-1.188302367419907,0.6265054840664374,0.31800078853513636,-1.68090676168852,0.5885993148310541,0.6736986828367852,-0.36260001804805786,-1.0082974833480425,-0.01449831851865264,-1.3747008468004491,0.5523983356787204,-0.9133984579125978,-0.7530976905908634,-0.682999809671854,1.1700983683419326,0.28179795238418825,0.7477992363519446,0.6608987084253465,-0.2778031075454841,-0.4526980815114241,-0.10379433185332002,-1.0857950393320317,0.8737989909197434,1.2679969746487936,-0.007700010334551891,-0.1795993598958941,0.6408009369804378,-0.18569895566700143,-0.14090137914149087,0.1581025665530918,-0.25730428766561053,-2.129800697437534,-1.2107009861697093,1.5118950483382807,-0.4913031991467023,0.06480016104873595,-1.908996375316936,0.13439918797317624,0.2639982719446482,-0.48699901670320417,-1.4202996271495254,1.1794025676138304,1.8531026264156756,-0.16089589266705576,1.835798506797083,0.26079913169844826,-0.8464960867155258,-0.6456965946555456,-1.0898047720188015,-0.4069992392256911,-0.6801985476481475
TCGA-HZ-A9TJ,0.032100032836355465,-0.24399814632062575,-0.8235023130863605,1.1267006582063288,-0.6753010036686666,2.229799148897165,0.04460328444617988,0.10900341942833841,-0.17550129999160208,-0.36490138791055393,0.06529743659923454,-0.818798386783728,-0.6133010791473211,-0.3737000399246787,-1.361997333942618,-0.6081962751684744,0.9079993550570976,0.6619989734909753,0.4590004515105617,1.2076954596397604,-0.8674985947610717,0.5304994095574829,-0.6199060726645117,0.03619942711448784,-0.06130051116413556,-0.5065997589501607,-0.4327995705532892,0.7139010238528489,-0.0035983120611122505,-0.9771964125181714,-0.7756957488145122,1.8632050857919664,-0.07279798117360618,-0.32379381708931354,-0.5759975727620978,-0.41770268610999794,-1.2689019439809257,1.4878056439876823,-0.07799961795961347,-0.05769954434617885,-0.8392988910830002,-1.444603417695909,-0.04879770417100399,-0.5976976184597543,-0.22490110846024564,-0.7469043436472695,-0.16100008234064353,3.0370957423136993,0.9486992828632602,0.7211023444468729,0.562405327601609,-0.40020099236403006,0.34549866542690866,-0.17870052847952037,-0.8597034628920408,0.14990000746112486,-0.5836983052104643,-0.7437989942768344,1.4698009053810288,0.26779890207118184,0.43410176754822194,-0.8983977900399548,-0.8982993934873508,-0.08159988621203462,-0.9250005371772283,0.3423990377742517,1.3058996534451721,1.4287916876027182,-0.5654980258030851,0.6523055338976359,-0.32369614187298357,0.4787986808884439,-0.574998628093893,-0.8151010939861348,-0.8916990620010281,0.3674007782615158,-1.3456994904477728,0.20459784656097277,-0.7891992708955545,-0.45600498100989534,0.06359769345689989,-0.833001912285883,-0.4846984125468382,0.17089502085867356,1.5243037883732755,-1.384796129529725,-0.1225003397893618,-0.06350098607630282,-0.2923994096181045,0.4637013771202767,-0.47350419802244353,0.7489003881261423,-0.6519971515576582,-0.7477025721498509,-1.3546989893508081,0.3002001428635029,-0.960696311468625,-1.050104659924086,1.400494873101882,-0.9414977726904588
TCGA-IB-7644,1.1065011318824711,-0.1862983174671551,0.20119564409857793,-0.6290030085920898,-1.2798993731534545,0.49669981041224415,-0.8045947091508946,0.3891034954842499,1.010703667972729,1.3295998100171371,2.905708809913284,-0.8309983627470419,-0.766301066475217,-1.20330012855597,-0.8356966176325595,-1.0363956415444535,-1.207103090758615,0.5175991974001944,1.4412038356238648,0.2990967502817186,0.8245008682931455,1.0275988562889151,0.7062972495299812,-0.24310051182617848,-0.821199844148957,-0.5646997313050843,-0.8360996968409976,1.7958957254038368,1.3816043735541,-0.8304965270056132,1.6757979579246252,-1.222207078433769,0.5449040642626903,-0.6545932723599159,-0.5811975610503892,0.37489705061127865,-1.221001977233313,-2.019206328120199,-0.3258001991226975,1.1327027109976409,1.1817984385581908,-0.6899028128246557,0.6984017454786082,-0.23309803730563317,-0.8660042682373177,-0.7359043462411675,0.535197830661852,-1.5101021124294878,-1.3947031323683878,0.45840169617652465,-1.064098642601876,0.01100002727637264,0.6555994959384042,0.5410993245309729,-1.075803765286719,-1.4733000733320565,-0.8945977034275464,0.07390176339142998,0.01830001127260363,-1.9132967572450594,0.9987018620158872,-0.7044976573270929,-1.1170989705371914,3.3393953433390737,0.6439974990523561,-0.018801139152888603,-1.3575042488273914,-1.2214002297193056,0.39230150116990103,-0.4314942736686728,-1.2557947933906042,1.625599580999569,-0.6108985424392335,0.02090002805092652,-1.045198997786926,-1.0906000681619963,-0.34789903044410586,-1.0350993751563764,-1.438500530322775,-1.1204072993689433,0.439397417765338,0.8851938747069416,-0.9919967510758478,0.6876936316994743,-0.8968022288349757,0.2631046431386165,1.271997096819666,-1.2233983582243977,-0.6892986082413113,-1.33369958098723,-1.0931067341639136,1.0117009208398622,1.4443082221185175,-0.9240026457780083,-1.3351990120308077,-0.4434974118046088,-1.2364960635227433,-0.44790295958560733,-1.37169609685358,-0.8888979286903609
TCGA-IB-7645,-0.5675005805181224,-0.4734974655904959,0.3648953177505487,0.3864991122906317,-1.2573994338325685,-0.5565997875487319,-1.2200937274499812,-0.10469663859789607,-0.30510184277374447,0.589499286803042,-0.02950294299172867,-1.270597496638257,-0.4120010958198347,-1.2326001316862696,0.15340472856215595,-0.2015968768301437,-0.4544022203669139,0.3660994323188006,-0.41660256531860557,0.7818960644772531,-0.7999986161817811,-0.5727993624779004,-0.5480058925515694,-1.6904001954238381,-0.8273998387068013,-0.5157997545726272,-0.600899623191434,-0.4970930459976558,-0.7832998237375352,-0.11139708820479036,-0.7548958022103213,-0.5574044574519614,-0.6834000030991406,-0.5300934773744564,0.004101120706726171,-1.025302484282907,-0.15510271718570495,-0.9111025453164513,-0.3258001991226975,-0.15249972395521286,-0.06439991491212346,-0.8159029138101835,0.7554017034952407,-0.37019787980763535,-0.3489017196166283,-0.773104337469076,0.24309870628950364,-0.08010278706821986,-0.2621019650510862,-0.7067011789653971,-1.206398989948913,0.11480028466614356,0.7651997894697163,-0.750900411631235,-0.6467031648352781,-1.1949000594749706,-0.08359927321187051,-0.490998760036236,-0.48380029801560875,-0.1199003263534235,0.18660172613705098,-0.9346978148851167,-0.527300110646899,2.101997068844323,-0.5132010525887369,0.06199890042549715,-1.0632038176346243,-0.7515016628377046,0.44580147474794946,-1.1893941391000304,-0.4069960213616842,0.04099833726387944,-0.6348984851770655,0.7930010643246286,-0.5343992114713773,-0.4532996981855187,-0.6416991658911667,-0.4874006026028617,-0.7085991145582159,-0.7333059486212198,-0.3494020035611548,-0.2268033986815004,-0.8956970664704001,0.9842928344382155,-0.5954014797595278,-0.29209561718389293,-0.02940051092718862,-0.8319992449743208,-0.8793982244123156,0.2110012424180586,0.722400697025303,0.1753992256021003,0.9457069440023409,-0.43200244030408086,-0.4964999875034099,-0.48869726318419554,-0.01599716075968494,-0.5909033633524663,-0.7082982577840854,-0.8046981784088354
